name,transect,bg
bik4,28,0.3
bik5,29,0.1
bik5,29,2.8
bik5,29,1
bik5,29,2.3
bik5,29,2.7
bik5,29,0.3
bik5,29,0.1
bik5,29,3.2
bik5,29,0.5
bik5,29,0.2
bik5,29,0.2
bik5,29,2.6
bik5,29,0.2
bik5,29,1.6
bik5,29,1
bik5,29,0.5
bik5,29,1.4
bik5,29,0.3
bik5,29,0.3
bik5,29,0.5
bik5,29,0.4
bik5,29,1.9
bik5,29,0.5
bik5,29,0.2
bik5,29,0.1
bik5,29,0.2
bik5,29,1.2
bik5,29,0.6
bik5,29,0.3
bik5,29,0.3
bik5,29,0.5
bik5,29,1.9
bik5,29,0.2
bik5,29,0.3
bik5,30,0.4
bik5,30,0.4
bik5,30,0.5
bik5,30,0.6
bik5,30,0.1
bik5,30,0.2
bik5,30,0.4
bik5,30,0.2
bik5,30,0.2
bik5,30,0.3
bik5,30,1.6
bik5,30,0.7
bik5,30,0.7
bik5,30,1.4
bik5,30,0.8
bik5,30,0.7
bik5,30,0.1
bik5,30,0.2
bik5,30,0.3
bik5,30,1.9
bik5,30,0.5
bik5,30,0.7
bik5,30,0.6
bik5,30,0.1
bik5,30,0.1
bik5,30,0.2
bik5,30,0.1
bik5,30,2
bik5,30,0.8
bik5,30,0.3
bik5,30,0.1
bik5,30,0.4
bik5,30,1.7
bik5,30,1.9
bik5,30,0.1
bik5,30,1.6
bik5,30,1.2
bik5,30,0.1
bik5,30,1.1
bik5,30,0.9
bik5,30,0.5
bik5,30,0.5
bik5,30,0.2
bik5,30,0.3
bik5,30,0.6
bik5,30,0.6
bik5,30,0.3
bik5,31,0.1
bik5,31,1.1
bik5,31,2
bik5,31,0.4
bik5,31,1
bik5,31,0.7
bik5,31,3.8
bik5,31,1
bik5,31,1.1
bik5,31,0.4
bik5,31,0.1
bik5,31,4
bik5,31,0.5
bik5,31,0.2
bik5,31,0.5
bik5,31,0.4
bik5,31,0.2
bik5,31,0.3
bik5,31,0.3
bik5,31,1.3
bik5,31,0.7
bik5,31,1.6
bik5,31,0.4
bik5,31,3.9
bik5,31,0.6
bik5,31,4.5
bik5,31,2.4
bik5,31,2.3
bik5,31,0.3
bik5,31,0.5
bik5,32,1
bik5,32,0.1
bik5,32,0.1
bik5,32,0.7
bik5,32,0.4
bik5,32,0.5
bik5,32,0.1
bik5,32,0.1
bik5,32,0.6
bik5,32,0.4
bik5,32,0.3
bik5,32,0.2
bik5,32,0.6
bik5,32,0.8
bik5,32,0.4
bik5,32,0.2
bik5,32,0.8
bik5,32,0.3
bik5,32,0.8
bik5,32,0.3
bik5,32,0.3
bik5,32,2
bik5,32,0.1
bik5,32,0.9
bik5,32,0.4
bik5,32,1.6
bik5,32,1.9
bik5,32,0.8
bik5,32,1.3
bik5,32,0.4
bik5,32,0.4
bik5,32,2.3
bik5,32,0.5
bik5,32,0.1
bik5,32,0.2
bik5,32,0.2
bik5,32,0.2
bik5,32,0.1
bik5,32,0.1
bik5,32,1.2
bik5,32,0.9
bik5,32,0.2
bik5,32,1.6
bik5,32,0.2
bik5,32,0.2
bik5,32,0.3
bik5,32,0.3
bik5,32,0.2
nag1,33,0.6
nag1,33,1.9
nag1,33,0.7
nag1,33,1.9
nag1,33,1.4
nag1,33,2.6
nag1,33,1.8
nag1,33,2.8
nag1,33,1.5
nag1,33,1.7
nag1,33,2.6
nag1,33,0.5
nag1,33,1.3
nag1,33,0.7
nag1,33,0.3
nag1,33,0.9
nag1,33,3.4
nag1,33,0.9
nag1,33,1
nag1,33,6.4
nag1,33,0.2
nag1,33,1.3
nag1,33,3.1
nag1,33,0.3
nag1,33,2.8
nag1,34,12
nag1,34,8.1
nag1,34,1.6
nag1,34,1.4
nag1,34,1.9
nag1,34,0.3
nag1,34,1
nag1,34,8.6
nag1,34,3
nag1,34,2.3
nag1,34,0.8
nag1,34,0.1
nag1,34,1.2
nag1,34,0.6
nag1,34,0.1
nag1,34,0.5
nag1,34,1.4
nag1,35,1
nag1,35,0.4
nag1,35,1.8
nag1,35,0.3
nag1,35,0.9
nag1,35,0.1
nag1,35,1
nag1,35,2.2
nag1,35,0.3
nag1,35,2.2
nag1,35,0.6
nag1,35,0.1
nag1,35,4.2
nag1,35,0.3
nag1,35,0.5
nag1,35,0.3
nag1,35,4.8
nag1,35,0.3
nag1,35,5.5
nag1,35,2
nag1,35,0.2
nag1,35,8.3
nag1,35,0.6
nag1,35,1.8
nag1,35,1.7
chu1,36,0.5
chu1,36,1.7
chu1,36,6.3
chu1,36,0.3
chu1,36,1.3
chu1,36,0.5
chu1,36,1
chu1,36,0.1
chu1,36,1.4
chu1,36,1.4
chu1,36,0.7
chu1,36,4.9
chu1,36,2.8
chu1,36,0.2
chu1,36,0.4
chu1,36,1.6
chu1,36,0.7
chu1,36,2
chu1,36,3.6
chu1,36,0.9
chu1,36,3.4
chu1,36,2.1
chu1,37,0.5
chu1,37,1.7
chu1,37,3.4
chu1,37,1.7
chu1,37,1.5
chu1,37,0.9
chu1,37,2.8
chu1,37,0.3
chu1,37,0.1
chu1,37,1.5
chu1,37,2.6
chu1,37,4.7
chu1,37,5.1
chu1,37,8.5
chu1,37,1.3
chu1,37,2.1
chu1,37,0.4
chu1,37,2
chu1,37,0.3
chu2,38,1.1
chu2,38,0.2
chu2,38,0.3
chu2,38,1.7
chu2,38,0.5
chu2,38,0.1
chu2,38,1.9
chu2,38,2.3
chu2,38,4.2
chu2,38,0.1
chu2,38,2.6
chu2,38,0.8
chu2,38,3.9
chu2,38,0.9
chu2,38,2
chu2,38,1
chu2,38,0.3
chu2,38,1.9
chu2,38,1.4
chu2,38,0.6
chu2,38,0.8
chu2,38,3.5
chu2,38,1.2
chu2,38,1.7
chu2,38,0.6
chu2,39,0.3
chu2,39,1
chu2,39,0.2
chu2,39,0.1
chu2,39,0.5
chu2,39,0.7
chu2,39,1
chu2,39,2.3
chu2,39,1.5
chu2,39,0.5
chu2,39,2.5
chu2,39,0.3
chu2,39,0.8
chu2,39,1.4
chu2,39,2.6
chu2,39,1
chu2,39,4
chu2,39,0.3
chu2,39,0.4
chu2,39,1
chu2,39,0.4
chu2,39,0.9
chu2,39,0.7
chu2,39,0.2
chu2,39,0.1
chu2,39,0.1
chu2,39,0.5
chu2,39,2.7
chu2,39,1
chu2,39,0.8
chu2,39,0.8
chu2,39,0.2
chu2,39,1.2
chu2,39,0.2
chu2,39,2.3
chu2,39,1
