Sl,Nest,Species,Day,Mon,Seeds,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,87,5,18,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,90,6,16,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,93,7,14,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,96,8,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,99,9,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,102,10,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,105,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,108,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,7WH13,CA,111,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,75,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,79,2,20,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,81,3,17,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,84,4,17,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,87,5,17,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,90,6,15,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,93,7,14,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,96,8,14,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,99,9,12,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,102,10,11,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,105,11,8,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,108,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,9WH05,CA,111,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,75,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,79,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,81,3,19,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,84,4,19,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,87,5,18,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,90,6,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,93,7,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,96,8,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,99,9,11,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,102,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,105,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,108,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
8,1WH01,CA,111,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,79,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,81,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,84,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,87,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,90,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,93,7,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,96,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,99,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,102,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,105,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,108,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2WH02/GH01,CA,111,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,75,1,20,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,79,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,81,3,19,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,84,4,17,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,87,5,17,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,90,6,16,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,93,7,16,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,96,8,15,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,99,9,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,102,10,13,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,105,11,7,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,108,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
8,4WH02,CA,111,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
