CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Virola,surinamensis,9,20,MYRISTIC,Virola,suriname,VSUR,Birds,Large birds,No,NTAmerica,Tree,Aril,Red,Bicolor,18.8,15.2,4.790,0.800,2.000,1.0,2.0000,16.7,33.86,27.10,41.5,0.631,0.025,0.092,0.011,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Coelocaryon,preusii,40,41,MYRISTIC,Coelocar,preusii,CPRE,Mixed,,No,Africa,,Aril,,,,,,,,,,,22.26,,36.0,0.235,0.080,0.681,0.004,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Virola,michelii,71,9,MYRISTIC,Virola,michelii,VMIC,Birds,,No,NTAmerica,,Aril,,,23.0,15.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Myristica,subalulata,39,3,MYRISTIC,Myristic,subalula,MSUB,Birds,,No,Australasia,,Aril,,,11.0,11.0,,,,,,,,,,,,,,,"Howe, H.F. (1981)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Pycnanthus,angolensis2,40,41,MYRISTIC,Pycnanth,angolens,PANG,Mixed,,No,Africa,,Aril,,,,,,,,,,,,,43.0,,0.065,,0.006,,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Iryanthera,sagotiana,71,9,MYRISTIC,Iryanthe,sagotian,ISAG,Birds,,No,NTAmerica,,Aril,,,22.0,14.0,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Myristica,muelleri,43,4,MYRISTIC,Myristic,muelleri,MMUE,Birds,,No,Australasia,,Aril,,,23.6,14.6,2.950,0.705,,,,23.9,,,25.3,0.326,0.054,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Staudtia,gabonensis,75,35,MYRISTIC,Staudtia,gabonens,SGAB,Birds,,No,Africa,,Aril,,,,,,,,,,,,,81.7,0.073,0.056,0.266,,0.051,"Foster, M.S. (1977)",,,,,,,,,
Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Pycnanthus,angolensis1,75,35,MYRISTIC,Pycnanth,angolens,PANG,Birds,,No,Africa,,Aril,,,,,,,,,,,,,47.6,0.258,,,,,"Howe, H.F. and G.A. Vande Kerckhove  (1981)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,dotanum,58,7,PIPERACE,Piper,dotanum,PDOT,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,10.47,,76.5,0.084,0.077,0.339,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,amalago,58,7,PIPERACE,Piper,amalago,PAMA,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,10.38,,76.2,0.005,0.103,0.492,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,gibbosum,58,7,PIPERACE,Piper,gibbosum,PGIB,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,10.00,,85.0,0.009,0.064,0.502,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,umbellata,58,7,PIPERACE,Piper,umbellat,PUMB,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,12.89,,84.1,0.135,0.055,0.388,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,glabrescens,58,7,PIPERACE,Piper,glabresc,PGLA,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,7.37,,91.0,0.017,0.099,0.287,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,sp.1,43,4,PIPERACE,Piper,sp.1,PSP1,Mammals,,No,Australasia,,Catkin,,,8.0,5.1,0.080,0.015,,,,19.3,,,67.5,0.088,0.054,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,epigynium,58,7,PIPERACE,Piper,epigyniu,PEPI,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,10.30,,87.5,0.107,0.071,0.281,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,bisasperatum,58,7,PIPERACE,Piper,bisasper,PBIS,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,11.13,,81.9,0.050,0.058,0.483,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Macropiper,excelsum,33,47,PIPERACE,Macropip,excelsum,MEXC,Mammals,,No,Australasia,,Catkin,,,,,2.820,0.220,0.170,,,7.8,18.33,4.03,86.0,0.092,0.103,0.603,0.125,0.077,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,lancaefolium,58,7,PIPERACE,Piper,lancaefo,PLAN,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,8.87,,86.8,0.037,0.037,0.402,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piper,auritum,58,7,PIPERACE,Piper,auritum,PAUR,Mammals,,No,NTAmerica,,Catkin,,,,,,,,,,,3.56,,93.5,0.000,0.087,0.115,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Magnoliidae,Canellales,Winteraceae,Tasmannia,lanceolata,70,14,WINTERAC,Tasmanni,lanceola,TLAN,Birds,,No,Australasia,,Berry1,,,,,0.214,0.031,0.026,10.4,0.0030,14.5,7.08,0.22,81.7,0.070,0.020,0.234,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pistacia,terebinthus,0,17,ANACARDI,Pistacia,terebint,PTER,Birds,Small birds,No,MEurope,Shrub,Drupe1,Green,Monocolor,6.4,5.8,0.182,0.039,0.049,1.0,0.0490,21.7,29.34,1.15,51.2,0.556,0.076,0.287,0.025,0.061,"Herrera, C.M. (1987)",,,,Aril,Yellow,,,Ungulates,Africa
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Sclerocarya,caffra,36,43,ANACARDI,Scleroca,caffra,SCAF,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,,,,15.53,,,0.010,0.040,0.865,0.028,0.058,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Harpehyllum,caffrum,36,43,ANACARDI,Harpehyl,caffrum,HCAF,Birds,,No,Africa,,Drupe1,,,22.2,10.6,1.100,,,1.0,,,13.60,,,0.016,0.056,0.720,0.072,0.136,"Viljoen, S. (1983)",,,Tree,Drupe1,Black,Monocolor,Birds,Small birds,MEurope
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Spondias,mombin,22,18,ANACARDI,Spondias,mombin,SMOM,Mixed,Mixed,Yes,NTAmerica,Tree,Drupe1,Red,Monocolor,,,,,,,,,16.87,,83.0,0.007,0.028,0.927,,,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Rhus,coriaria,0,17,ANACARDI,Rhus,coriaria,RCOR,Birds,Small birds,No,MEurope,Shrub,Drupe1,Brown,Monocolor,5.2,4.8,0.021,0.010,0.009,1.0,0.0090,49.8,24.82,0.26,8.5,0.369,0.048,0.374,0.018,0.176,"Herrera, C.M. (1987)",,,,Catkin,White,,,Mixed,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Spondias,purpurea,38,49,ANACARDI,Spondias,purpurea,SPUR,Mixed,Mixed,Yes,NTAmerica,Tree,Drupe1,,,22.2,16.7,3.377,0.191,0.488,1.0,0.4880,5.7,,,79.9,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Tapirira,guianensis,1,39,ANACARDI,Tapirira,guianens,TGUI,Mixed,,No,NTAmerica,,Drupe1,,,,,,,,1.0,,,19.09,,,0.070,0.050,0.880,,,"Snow, D.W. (1962)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pistacia,lentiscus,0,17,ANACARDI,Pistacia,lentiscu,PLEN,Birds,Small birds,No,MEurope,Shrub,Drupe1,Black,Monocolor,5.2,5.3,0.102,0.029,0.025,1.0,0.0250,28.3,30.01,0.87,46.8,0.588,0.055,0.257,0.025,0.077,"Herrera, C.M. (1987)",,,Shrub,Drupe2,Blue,Bicolor,Mixed,Large birds,NEurope
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pistacia,lentiscus(r),0,17,ANACARDI,Pistacia,lentiscu,PLEN2,Birds,Small birds,No,MEurope,Shrub,Drupe1,Red,Monocolor,5.2,5.5,0.102,0.012,0.014,1.0,0.0110,18.4,20.84,0.24,60.2,0.159,0.079,0.737,0.033,,"Herrera, C.M. (1987)",,,Liana,Berry1,Red,Multicolor,Mammals,Mixed birds,NAmerica
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Rhus,radicans,37,22,ANACARDI,Rhus,radicans,RRAD,Birds,Small birds,No,NAmerica,Shrub,Drupe1,,,,,0.028,0.001,,1.0,,3.6,29.93,0.03,66.7,,,,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pseudospondias,microcarpa,75,35,ANACARDI,Pseudosp,microcar,PMIC,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,1.0,,,,,75.0,0.007,0.075,0.440,,0.229,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,Syconium,Green,,,Bats,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pseudospondias,longifolia,40,41,ANACARDI,Pseudosp,longifol,PLON,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,,,,17.39,,74.0,0.045,0.035,0.892,0.028,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,Other,Brown,,,Terrestrial mammals,Australasia
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Pistacia,palaestina,68,21,ANACARDI,Pistacia,palaesti,PPAL,Birds,Small birds,No,MEurope,Shrub,Drupe1,,Monocolor,,,,,,,,,26.41,,43.8,0.578,0.071,0.124,,0.080,"Izhaki, I. and U.N. Safriel (1989)",,,Herb,Berry2,Orange,,,Primates,NTAmerica
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Trichoscypha,acuminata,75,35,ANACARDI,Trichosc,acuminat,TACU,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,,,77.7,0.012,0.050,0.172,,0.107,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Anacardiaceae,Rhus,longipes,61,8,ANACARDI,Rhus,longipes,RLON,Birds,Small birds,No,Africa,Shrub,Drupe1,,,6.5,6.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,Other,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,opaca2,63,28,AQUIFOLI,Ilex,opaca2,IOPA,Birds,,No,NAmerica,,Drupe2,,,,9.0,0.472,,,,,,18.00,,,,0.054,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,aquifolium1,0,17,AQUIFOLI,Ilex,aquifoli1,IAQU,Birds,Small birds,No,MEurope,,Berry1,Red,,8.5,7.9,0.289,0.044,0.103,3.2,0.0320,15.2,16.91,0.74,49.8,0.030,0.048,0.725,0.047,0.159,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,mitis,61,8,AQUIFOLI,Ilex,mitis,IMIT,Birds,,No,Africa,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,cornuta,63,28,AQUIFOLI,Ilex,cornuta,ICOR,Birds,,No,NAmerica,,Drupe2,,,,9.8,0.388,,,,,,,,,,,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,aquifolium2,3,46,AQUIFOLI,Ilex,aquifoli2,IAQU,Birds,Small birds,No,NAmerica,,Drupe2,Red,,,,,,,,,,17.79,,73.0,0.040,0.060,0.900,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,vomitoria,63,28,AQUIFOLI,Ilex,vomitori,IVOM,Birds,,No,NAmerica,,Drupe2,,,,7.1,0.164,,,,,,21.47,,,,0.025,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,decidua,63,28,AQUIFOLI,Ilex,decidua,IDEC,Birds,,No,NAmerica,,Drupe2,,,,7.3,0.254,,,,,,19.17,,,,0.043,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Aquifoliales,Aquifoliaceae,Ilex,opaca1,3,46,AQUIFOLI,Ilex,opaca1,IOPA,Birds,,No,NAmerica,,Drupe2,,,,,0.352,0.027,0.124,,,7.7,15.82,0.43,82.2,0.023,0.054,0.821,0.102,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Hedera,helix1,3,46,ARALIACE,Hedera,helix1,HHEL,Birds,Small birds,No,NAmerica,,Berry1,Black,,,,,,,,,,20.16,,73.0,0.130,0.200,0.670,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Gastonia,spectabilis,39,3,ARALIACE,Gastonia,spectabi,GSPE,Birds,,No,Australasia,,Berry2,,,9.0,9.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Cussonia,spicata,61,8,ARALIACE,Cussonia,spicata,CSPI,Mixed,,No,Africa,,Drupe1,,,4.5,4.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Polyscias,australianum,43,4,ARALIACE,Polyscia,australi,PAUS,Birds,,No,Australasia,,Drupe1,,,7.5,6.5,0.190,0.020,,,,10.3,,,87.4,0.044,0.066,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Polyscias,sambucifolia,61,8,ARALIACE,Polyscia,fulva,PFUL,Mixed,,No,Africa,,Drupe1,,,4.5,4.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Schefflera,pachystyla,39,3,ARALIACE,Scheffle,pachysty,SPAC,Birds,,No,Australasia,,Berry2,,,15.0,9.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Schefflera,umbellifera,61,8,ARALIACE,Scheffle,umbellif,SUMB,Birds,,No,Africa,,Drupe1,,,8.0,8.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Dendropanax,sp.1,38,49,ARALIACE,Dendropa,sp.1,DSP,Birds,Mixed birds,No,NTAmerica,,Berry2,,,9.5,11.7,0.615,0.148,0.042,3.0,0.0140,23.9,,,71.7,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Oreopanax,oerstedianum,38,49,ARALIACE,Oreopana,oerstedi,OOER,Birds,Mixed birds,No,NTAmerica,,Berry2,Green,,9.3,7.1,0.210,0.041,0.014,1.3,0.0110,19.4,,,74.8,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Schefflera,elliptica,73,31,ARALIACE,Scheffle,elliptic,SELL,Birds,,No,Australasia,,Berry2,,,,,0.120,,,6.2,,,,,,,,,,,"O'Dowd, D.J. and P.S. Lake (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Schefflera,paraensis,71,9,ARALIACE,Scheffle,paraensi,SPAR,Birds,,No,NTAmerica,,Berry2,,,14.0,14.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Polyscias,elegans,43,4,ARALIACE,Polyscia,elegans,PELE,Birds,,No,Australasia,,Drupe1,,,6.0,4.0,0.050,0.008,,,,15.5,,,73.6,0.226,0.063,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Didymopanax,morototoni,11,40,ARALIACE,Didymopa,morototo,DMOR,Birds,,No,NTAmerica,,Berry1,,,,,0.410,0.116,0.014,1.0,0.0450,28.5,25.49,2.96,68.0,0.335,0.119,0.546,,,"Snow, D.W. (1981)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Dendropanax,sp.2,1,39,ARALIACE,Dendropa,sp.2,DSP,Birds,Mixed birds,No,NTAmerica,,Berry1,,,,,,,,1.0,,,23.31,,,0.240,0.110,0.650,,,"Snow, D.W. (1962)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Schefflera,abyssinica,61,8,ARALIACE,Scheffle,abyssini,SABY,Birds,,No,Africa,,Drupe1,,,5.5,5.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Hedera,helix2,0,17,ARALIACE,Hedera,helix2,HHEL,Birds,Small birds,No,MEurope,,Drupe2,Black,,7.2,8.4,0.281,0.052,0.036,2.2,0.0160,18.4,24.28,1.26,70.0,0.319,0.050,0.474,0.005,0.161,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Panax,quinquefolius,37,22,ARALIACE,Panax,quinquef,PQUI,Birds,,No,NAmerica,,Berry1,,,,,0.291,0.007,,2.0,,2.4,18.33,0.13,95.8,,0.093,,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Apiales,Araliaceae,Polyscias,fulva,70,14,ARALIACE,Polyscia,sambucif,PSAM,Birds,,No,Australasia,,Drupe1,,,,,0.114,0.014,0.008,2.0,0.0040,12.3,,,85.6,,0.028,0.308,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Trattinickia,sp.,71,9,BURSERAC,Trattini,sp.,TRA1,Birds,,No,NTAmerica,,Drupe1,,,20.0,15.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Protium,sagotianum,60,2,BURSERAC,Protium,heptaphy,PHEP,Mixed,,No,NTAmerica,,Drupe2,,,15.0,17.0,,,,,,,,,76.9,,,0.545,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Dacryodes,nitens,71,9,BURSERAC,Dacryode,nitens,DNIT,Birds,,No,NTAmerica,,Drupe1,,,25.0,18.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Protium,heptaphyllum,71,9,BURSERAC,Protium,sagotian,PSAG,Birds,,No,NTAmerica,,Aril,,,25.0,25.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Tetragastris,panamensis,3,46,BURSERAC,Tetragas,panamens,TPAN,Birds,,No,NTAmerica,,Aril,,,,,1.340,0.377,0.204,,,28.1,17.33,6.50,51.2,0.036,0.012,0.936,0.016,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Canarium,muelleri,43,4,BURSERAC,Canarium,muelleri,CMUE,Mixed,,No,Australasia,,Drupe2,,,16.6,13.1,1.500,0.281,,,,18.7,,,71.5,0.089,0.089,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Dacryodes,buettneri,75,35,BURSERAC,Dacryode,buettner,DBUE,Mixed,,No,Africa,,Drupe2,,,,,,,,,,,,,56.9,0.624,0.090,0.031,,0.161,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Dacryodes,sp.1,1,39,BURSERAC,Dacryode,sp.1,DSP1,Birds,,No,NTAmerica,,Drupe2,,,26.0,17.0,2.800,,,1.0,,,23.31,,,0.240,0.110,0.650,,,"Snow, D.W. (1962)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Protium,apiculatum,71,9,BURSERAC,Protium,apiculat,PAPI,Birds,,No,NTAmerica,,Aril,,,21.0,17.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Tetragastris,altissima,71,9,BURSERAC,Tetragas,altissim,TALT,Birds,,No,NTAmerica,,Aril,,,19.0,14.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Dacryodes,sp.2,71,9,BURSERAC,Dacryode,sp.2,DSP2,Birds,,No,NTAmerica,,Drupe1,,,16.0,14.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Burseraceae,Canarium,australianum,43,4,BURSERAC,Canarium,australi,CAUS,Mixed,,No,Australasia,,Drupe2,,,23.8,15.8,3.200,0.803,,,,25.1,,,67.5,0.142,0.093,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Salacia,kranssii,36,43,CELASTRA,Salacia,kranssii,SKRA,Mixed,,No,Africa,,Aril,,,,,,,,,,,15.91,,,0.025,0.068,0.809,0.056,0.043,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Euonymus,europaeus1,0,17,CELASTRA,Euonymus,europaeu,EEUR,Birds,,No,NEurope,,Berry1,,,7.5,5.1,0.087,0.012,0.043,1.2,0.0360,14.2,,,37.7,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Euonymus,atropurpurea,37,22,CELASTRA,Euonymus,atropurp,EATR,Birds,,No,NAmerica,,Berry1,,,,7.7,0.181,0.026,,1.3,,14.4,23.36,0.61,69.4,0.312,0.092,0.047,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Celastrus,scandens,37,22,CELASTRA,Celastru,scandens,CSCA,Birds,,No,NAmerica,,Berry1,,,,,0.302,0.048,,4.4,,15.9,19.30,0.93,80.6,0.039,0.082,,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Euonymus,europaeus2,64,5,CELASTRA,Euonymus,europaeu,EEUR,Birds,,No,NEurope,,Aril,,,,,,,,,,,26.29,,41.0,0.590,0.070,0.090,,,"Debussche, M., J. Cortez and I. Rimbault (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Maytenus,heterophylla,61,8,CELASTRA,Maytenus,heteroph,MHET,Birds,,No,Africa,,Aril,,,6.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Cassine,aethiopica1,61,8,CELASTRA,Cassine,aethiopi,CAET,Mixed,,No,Africa,,Drupe1,,,15.0,20.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Unident.Celas.1,SEGC56,75,35,CELASTRA,Noid.,SEGC56,CESP,Birds,,No,Africa,,Aril,,,,,,,,,,,,,87.1,0.056,0.050,0.196,,0.166,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Euonymus,sp.,63,28,CELASTRA,Euonymus,sp.,ESPP,Birds,,No,NAmerica,,Aril,,,,5.2,0.048,,,,,,26.20,,,,0.114,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Maytenus,acuminata,61,8,CELASTRA,Maytenus,acuminat,MACU,Birds,,No,Africa,,Aril,,,8.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Celastrales,Celastraceae,Cassine,aethiopica2,36,43,CELASTRA,Cassine,aethiopi,CAET,Mixed,,No,Africa,,Drupe1,,,16.4,13.8,1.760,,,1.0,,,13.85,,,0.012,0.033,0.769,0.045,0.143,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Chrysobalanaceae,Parinari,curatellifolia2,36,43,CHRYSOBA,Parinari,curatel2,PCUR2,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,18.00,,,0.134,0.088,0.686,0.060,0.031,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Chrysobalanaceae,Parinari,curatellifolia1,61,8,CHRYSOBA,Parinari,curatel1,PCUR1,Mixed,,No,Africa,,Drupe1,,,35.0,35.0,,,,,,,,,,,,,,,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Chrysobalanaceae,Parinari,excelsa,61,8,CHRYSOBA,Parinari,excelsa,PEXC,Mammals,,No,Africa,,Drupe1,,,40.0,40.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
