Date,Group,Sex,Day,Time,Act,TRee,Part,Rate,Spent
16-01-2012,1,M,11,09:54,Re,NA,NA,NA,3
16-01-2012,1,M,11,09:57,Ot,NA,NA,NA,1
16-01-2012,1,M,11,09:58,Mo,NA,NA,NA,3
16-01-2012,1,M,11,10:01,Fe,BD,UF,3,9
16-01-2012,1,F,11,10:15,Fe,BD,UF,3,11
16-01-2012,1,F,11,10:26,Re,NA,NA,NA,2
16-01-2012,1,F,11,10:28,Ot,NA,NA,NA,1
16-01-2012,1,F,11,10:29,Mo,NA,NA,NA,2
16-01-2012,1,F,11,10:31,Re,NA,NA,NA,2
16-01-2012,1,F,11,10:33,Ot,NA,NA,NA,7
16-01-2012,1,F,11,10:40,Re,NA,NA,NA,11
16-01-2012,1,F,11,10:51,Ot,NA,NA,NA,1
16-01-2012,1,F,11,10:52,Mo,NA,NA,NA,5
16-01-2012,1,F,11,10:57,Fe,BK,ML,???,18
16-01-2012,1,F,11,11:15,Fe,BK,ML,???,60
16-01-2012,1,M,11,12:45,Re,NA,NA,NA,4
16-01-2012,1,M,11,12:49,Ot,NA,NA,NA,8
16-01-2012,1,M,11,12:57,Re,NA,NA,NA,7
16-01-2012,1,M,11,13:04,Ot,NA,NA,NA,1
16-01-2012,1,M,11,13:05,Mo,NA,NA,NA,2
16-01-2012,1,M,11,13:07,Re,NA,NA,NA,1
16-01-2012,1,M,11,13:08,Fe,BD,UF,NA,27
16-01-2012,1,M,11,13:35,Re,NA,NA,NA,10
16-01-2012,1,M,11,13:45,Re,NA,NA,NA,0
17-01-2012,1,F,12,08:10,Fe,DI,RF,????,13
17-01-2012,1,F,12,08:23,Mo,NA,NA,NA,1
17-01-2012,1,F,12,08:24,Re,NA,NA,NA,1
17-01-2012,1,F,12,08:25,Fe,DI,RF,NA,45
17-01-2012,1,F,12,09:10,Fe,DI,RF,NA,60
17-01-2012,1,M,12,11:30,Fe,MP,ML,NA,11
17-01-2012,1,M,12,11:41,Mo,NA,NA,NA,1
17-01-2012,1,M,12,11:42,Re,NA,NA,NA,1
17-01-2012,1,M,12,11:43,Fe,MP,ML,NA,4
17-01-2012,1,M,12,11:47,Re,NA,NA,NA,15
17-01-2012,1,M,12,12:02,Ot,NA,NA,NA,1
17-01-2012,1,M,12,12:03,Mo,NA,NA,NA,2
17-01-2012,1,M,12,12:05,Re,NA,NA,NA,25
17-01-2012,1,M,12,12:30,Re,NA,NA,NA,0
18-01-2012,1,M,13,09:05,Fe,K,B,NA,16
18-01-2012,1,M,13,09:21,Re,NA,NA,NA,2
18-01-2012,1,M,13,09:23,Mo,NA,NA,NA,1
18-01-2012,1,M,13,09:24,Fe,ML ,TL,NA,17
18-01-2012,1,M,13,09:41,Fe,K,SB,10,17
18-01-2012,1,M,13,09:58,Mo,NA,NA,NA,1
18-01-2012,1,M,13,09:59,Re,NA,NA,NA,6
18-01-2012,1,F,13,10:10,Re,NA,NA,NA,8
18-01-2012,1,F,13,10:18,Ot,NA,NA,NA,1
18-01-2012,1,F,13,10:19,Re,NA,NA,NA,12
18-01-2012,1,F,13,10:31,Ot,NA,NA,NA,1
18-01-2012,1,F,13,10:32,Re,NA,NA,NA,38
18-01-2012,1,F,13,11:10,Re,NA,NA,NA,0
21-01-2012,1,M,14,09:00,Fe,K,SB,10,13
21-01-2012,1,M,14,09:13,Mo,NA,NA,NA,1
21-01-2012,1,M,14,09:14,Fe,K,SB,10,46
21-01-2012,1,F,14,10:10,Fe,K,SB,10,12
21-01-2012,1,F,14,10:22,Mo,NA,NA,NA,3
21-01-2012,1,F,14,10:25,Fe,BD,UF,3,33
21-01-2012,1,F,14,10:58,Re,NA,NA,NA,12
21-01-2012,1,M,14,11:15,Mo,NA,NA,NA,3
21-01-2012,1,M,14,11:18,Fe,HC,Sp,1,15
21-01-2012,1,M,14,11:33,Mo,NA,NA,NA,1
21-01-2012,1,M,14,11:34,Fe,Haldi Chapa,Sp,1,29
21-01-2012,1,M,14,12:03,Mo,NA,NA,NA,1
21-01-2012,1,M,14,12:04,Fe,Haldi Chapa,Sp,1,11
21-01-2012,1,F,14,12:30,Mo,NA,NA,NA,2
21-01-2012,1,F,14,12:32,Re,NA,NA,NA,5
21-01-2012,1,F,14,12:37,Ot,NA,NA,NA,1
21-01-2012,1,F,14,12:38,Re,NA,NA,NA,1
21-01-2012,1,F,14,12:39,Ot,NA,NA,NA,9
21-01-2012,1,F,14,12:48,Re,NA,NA,NA,3
21-01-2012,1,F,14,12:51,Ot,NA,NA,NA,1
21-01-2012,1,F,14,12:52,Re,NA,NA,NA,2
21-01-2012,1,F,14,12:54,Ot,NA,NA,NA,5
21-01-2012,1,F,14,12:59,Re,NA,NA,NA,25
21-01-2012,1,F,14,13:24,Ot,NA,NA,NA,1
21-01-2012,1,F,14,13:25,Mo,NA,NA,NA,5
21-01-2012,1,F,14,13:30,Re,NA,NA,NA,0
26-01-2012,1,M,15,09:45,Fe,Jori,Fr,10,60
26-01-2012,1,M,15,10:45,Fe,Jori,Fr,10,45
26-01-2012,1,M,15,11:30,Fe,K,SB,10,10
26-01-2012,1,M,15,11:40,Fe,TL,Fr,12,5
26-01-2012,1,M,15,12:00,Fe,TL,Fr,12,1
26-01-2012,1,M,15,12:01,Mo,NA,NA,NA,5
26-01-2012,1,M,15,12:06,Fe,BD,UF,3,36
26-01-2012,1,M,15,12:42,Mo,NA,NA,NA,1
26-01-2012,1,M,15,12:43,Fe,TL,Ml,NA,8
26-01-2012,1,M,15,12:51,Mo,NA,NA,NA,1
26-01-2012,1,M,15,12:52,Re,NA,NA,NA,2
26-01-2012,1,M,15,12:54,Mo,NA,NA,NA,1
26-01-2012,1,M,15,12:55,Re,NA,NA,NA,3
26-01-2012,1,M,15,12:58,Mo,NA,NA,NA,2
26-01-2012,1,M,15,13:05,Fe,BD,UF,NA,60
26-01-2012,1,M,15,14:10,Fe,K,SB,NA,45
26-01-2012,1,M,15,14:55,Re,NA,NA,NA,3
26-01-2012,1,M,15,14:58,Mo,NA,NA,NA,3
26-01-2012,1,M,15,15:01,Fe,BD,UF,3,9
26-01-2012,1,M,15,15:10,Fe,BD,UF,3,0
27-01-2012,2,M,16,08:35,Fe,GH,pet,10,17
27-01-2012,2,M,16,08:52,Mo,NA,NA,NA,1
27-01-2012,2,M,16,08:53,Fe,GH,pet,10,27
27-01-2012,2,M,16,09:20,Re,NA,NA,NA,5
27-01-2012,2,M,16,09:25,Mo,NA,NA,NA,1
27-01-2012,2,M,16,09:26,Fe,MU,ML,15,9
27-01-2012,2,F,16,09:40,Fe,MU,ML,15,55
27-01-2012,2,F,16,10:35,Re,NA,NA,NA,4
27-01-2012,2,F,16,10:39,Mo,NA,NA,NA,1
27-01-2012,2,F,16,10:45,Fe,UK TRee,Sp,10,60
27-01-2012,2,M,16,11:50,Fe,MU,ML,12,28
27-01-2012,2,M,16,12:18,Mo,NA,NA,NA,1
27-01-2012,2,M,16,12:19,Re,NA,NA,NA,31
27-01-2012,2,F,16,12:55,Re,NA,NA,NA,10
27-01-2012,2,F,16,13:05,Ot,NA,NA,NA,13
27-01-2012,2,F,16,13:18,Re,NA,NA,NA,27
27-01-2012,2,F,16,13:45,Ot,NA,NA,NA,10
27-01-2012,2,F,16,13:55,Fe,Li Augur,Sp,10,49
27-01-2012,2,F,16,14:44,Mo,NA,NA,NA,3
27-01-2012,2,F,16,14:47,Fe,FG,UF,12,8
28-01-2012,2,M,17,08:10,Fe,LH,YL,8,43
28-01-2012,2,M,17,08:53,Mo,NA,NA,NA,2
28-01-2012,2,M,17,08:55,Fe,GH,pet,10,15
28-01-2012,2,F,17,09:15,Fe,GH,pet,7,24
28-01-2012,2,F,17,09:39,Mo,NA,NA,NA,5
28-01-2012,2,F,17,09:44,Fe,DI,RF,10,31
28-01-2012,2,M,17,10:20,Fe,FG,UF,12,42
28-01-2012,2,M,17,11:02,Mo,NA,NA,NA,2
28-01-2012,2,M,17,11:04,Re,NA,NA,NA,5
28-01-2012,2,M,17,11:09,Ot,NA,NA,NA,2
28-01-2012,2,M,17,11:11,Re,NA,NA,NA,2
28-01-2012,2,M,17,11:13,Mo,NA,NA,NA,2
28-01-2012,2,M,17,11:15,Fe,MJ,ML,NA,5
28-01-2012,2,M,17,11:20,Fe,MJ,ML,NA,0
31-01-2012,1,M,18,11:00,Fe,K,SB,10,27
31-01-2012,1,M,18,11:27,Re,NA,NA,NA,8
31-01-2012,1,M,18,11:35,Ot,NA,NA,NA,2
31-01-2012,1,M,18,11:37,Mo,NA,NA,NA,1
31-01-2012,1,M,18,11:38,Fe,UK TRee,Sp,NA,22
31-01-2012,1,F,18,12:05,Fe,PA,UF,NA,42
31-01-2012,1,F,18,12:47,Mo,NA,NA,NA,1
31-01-2012,1,F,18,12:48,Re,NA,NA,NA,2
31-01-2012,1,F,18,12:50,Mo,NA,NA,NA,1
31-01-2012,1,F,18,12:51,Re,NA,NA,NA,14
31-01-2012,1,F,18,13:10,Re,NA,NA,NA,3
31-01-2012,1,F,18,13:13,Ot,NA,NA,NA,10
31-01-2012,1,F,18,13:23,Re,NA,NA,NA,15
31-01-2012,1,F,18,13:38,Mo,NA,NA,NA,3
31-01-2012,1,F,18,13:41,Fe,K,pet,10,29
31-01-2012,1,M,18,14:15,Fe,BD,UF,3,22
31-01-2012,1,M,18,14:37,Mo,NA,NA,NA,1
31-01-2012,1,M,18,14:38,Fe,BD,UF,NA,31
31-01-2012,1,M,18,15:09,Re,NA,NA,NA,6
31-01-2012,1,M,18,15:15,Re,NA,NA,NA,0
01-02-2012,1,M,19,10:35,Fe,K,pet,12,23
01-02-2012,1,M,19,10:58,Mo,NA,NA,NA,1
01-02-2012,1,M,19,10:59,Fe,K,SB,12,33
01-02-2012,1,M,19,11:32,Re,NA,NA,NA,3
01-02-2012,1,F,19,11:40,Fe,K,SB,NA,46
01-02-2012,1,F,19,12:26,Re,NA,NA,NA,4
01-02-2012,1,F,19,12:30,Ot,NA,NA,NA,1
01-02-2012,1,F,19,12:31,Mo,NA,NA,NA,5
01-02-2012,1,F,19,12:36,Fe,BD,UF,NA,4
01-02-2012,1,F,19,12:50,Mo,NA,NA,NA,4
01-02-2012,1,F,19,12:54,Fe,GA,ML,NA,23
01-02-2012,1,F,19,13:17,Mo,NA,NA,NA,2
01-02-2012,1,F,19,13:19,Re,NA,NA,NA,27
01-02-2012,1,F,19,13:46,Ot,NA,NA,NA,4
01-02-2012,1,M,19,14:00,Fe,FG,UF,10,26
01-02-2012,1,M,19,14:26,Re,NA,NA,NA,18
01-02-2012,1,M,19,14:44,Mo,NA,NA,NA,4
01-02-2012,1,M,19,14:48,Fe,GH,pet,10,12
01-02-2012,1,M,19,15:00,Fe,GH,pet,NA,0
02-02-2012,1,M,20,09:55,Fe,FG,UF,10,49
02-02-2012,1,M,20,10:44,Mo,NA,NA,NA,1
02-02-2012,1,M,20,10:45,Re,NA,NA,NA,3
02-02-2012,1,M,20,10:48,Fe,FG,UF,10,7
02-02-2012,1,F,20,11:00,Fe,FG,UF,10,51
02-02-2012,1,F,20,11:51,Re,NA,NA,NA,3
02-02-2012,1,F,20,11:54,Ot,NA,NA,NA,2
02-02-2012,1,F,20,11:56,Fe,BD,YL,3,4
02-02-2012,1,M,20,12:10,Fe,BD,UF,3,53
02-02-2012,1,M,20,13:03,Re,NA,NA,NA,4
02-02-2012,1,M,20,13:07,Mo,NA,NA,NA,1
02-02-2012,1,M,20,13:08,Re,NA,NA,NA,2
02-02-2012,1,F,20,13:15,Fe,BD,UF,NA,53
02-02-2012,1,F,20,14:08,Re,NA,NA,NA,7
02-02-2012,1,F,20,14:15,Re,NA,NA,NA,0
03-02-2012,1,F,21,09:45,Fe,Jori,UF,13,60
03-02-2012,1,M,21,10:55,Fe,Jori,UF,13,60
03-02-2012,1,F,21,12:00,Mo,NA,NA,NA,2
03-02-2012,1,F,21,12:02,Re,NA,NA,NA,28
03-02-2012,1,F,21,12:30,Ot,NA,NA,NA,20
03-02-2012,1,F,21,12:50,Re,NA,NA,NA,10
04-02-2012,1,F,22,13:05,Fe,Jori,UF,15,16
04-02-2012,1,F,22,13:21,Mo,NA,NA,NA,1
04-02-2012,1,F,22,13:22,Fe,Jori,UF,15,8
04-02-2012,1,F,22,13:30,Mo,NA,NA,NA,5
04-02-2012,1,F,22,13:35,Fe,K,pet,20,5
04-02-2012,1,F,22,13:40,Fe,K,SB,20,25
04-02-2012,1,M,22,14:10,Re,NA,NA,NA,21
04-02-2012,1,M,22,14:31,Ot,NA,NA,NA,5
04-02-2012,1,M,22,14:36,Re,NA,NA,NA,2
04-02-2012,1,M,22,14:38,Mo,NA,NA,NA,4
04-02-2012,1,M,22,14:42,Re,NA,NA,NA,5
04-02-2012,1,M,22,14:47,Fe,H Chapa,Sp,NA,2
04-02-2012,1,M,22,14:49,Mo,NA,NA,NA,3
04-02-2012,1,M,22,14:52,Re,NA,NA,NA,4
04-02-2012,1,M,22,14:56,Fe,KC,Fl,NA,14
04-02-2012,1,F,22,15:15,Fe,KC,Fl,NA,10
04-02-2012,1,F,22,15:25,Mo,NA,NA,NA,6
04-02-2012,1,F,22,15:31,Fe,BD,UF,NA,12
04-02-2012,1,F,22,15:43,Mo,NA,NA,NA,1
04-02-2012,1,F,22,15:44,Fe,BD,UF,NA,31
04-02-2012,1,F,22,16:15,Fe,BD,UF,NA,0
05-02-2012,1,M,23,06:35,Fe,K,pet,10,60
05-02-2012,1,F,23,07:40,Fe,Li,Ml,5,15
05-02-2012,1,F,23,07:55,Re,NA,NA,NA,8
05-02-2012,1,F,23,08:03,Ot,NA,NA,NA,6
05-02-2012,1,F,23,08:09,Re,NA,NA,NA,2
05-02-2012,1,F,23,08:11,Mo,NA,NA,NA,3
05-02-2012,1,F,23,08:14,Fe,BD,UF,3,23
05-02-2012,1,F,23,08:37,Re,NA,NA,NA,1
05-02-2012,1,F,23,08:38,Mo,NA,NA,NA,2
05-02-2012,1,F,23,08:45,Fe,KC,FL,20,31
05-02-2012,1,F,23,09:16,Mo,NA,NA,NA,1
05-02-2012,1,F,23,09:17,Re,NA,NA,NA,1
05-02-2012,1,F,23,09:18,Mo,NA,NA,NA,6
05-02-2012,1,F,23,09:24,Fe,Jori,NA,18,21
05-02-2012,1,M,23,09:50,Fe,Jori,NA,10,6
05-02-2012,1,M,23,09:56,Mo,NA,NA,NA,4
05-02-2012,1,M,23,10:00,Re,NA,NA,NA,1
05-02-2012,1,M,23,10:01,Mo,NA,NA,NA,6
05-02-2012,1,M,23,10:07,Fe,MU,YL,NA,14
05-02-2012,1,M,23,10:21,Mo,NA,NA,NA,2
05-02-2012,1,M,23,10:23,Fe,Bhomlati,Ml,10,27
05-02-2012,1,F,23,10:55,Mo,NA,NA,NA,5
05-02-2012,1,F,23,11:00,Re,NA,NA,NA,1
05-02-2012,1,F,23,11:01,Mo,NA,NA,NA,1
05-02-2012,1,F,23,11:02,Fe,Mik,ML,NA,53
05-02-2012,1,F,23,12:00,Fe,SM,YL,NA,16
05-02-2012,1,F,23,12:16,Mo,NA,NA,NA,4
05-02-2012,1,F,23,12:20,Fe,K,SB,NA,40
05-02-2012,1,M,23,13:10,Fe,K,SB,NA,27
05-02-2012,1,M,23,13:37,Mo,NA,NA,NA,5
05-02-2012,1,M,23,13:42,Re,NA,NA,NA,1
05-02-2012,1,M,23,13:43,Mo,NA,NA,NA,1
05-02-2012,1,M,23,13:44,Fe,DI,RF,3,15
05-02-2012,1,M,23,13:59,Mo,NA,NA,NA,3
05-02-2012,1,M,23,14:02,Re,NA,NA,NA,1
05-02-2012,1,M,23,14:03,Mo,NA,NA,NA,1
05-02-2012,1,M,23,14:04,Re,NA,NA,NA,6
05-02-2012,1,F,23,14:15,Fe,BD,UF,3,27
05-02-2012,1,F,23,14:42,Re,NA,NA,NA,26
05-02-2012,1,F,23,15:08,Mo,NA,NA,NA,3
05-02-2012,1,F,23,15:11,Fe,BG,ML,NA,4
05-02-2012,1,F,23,15:15,Fe,BG,ML,NA,0
04-03-2012,1,F,24,11:00,Re,NA,NA,NA,10
04-03-2012,1,F,24,11:10,Mo,NA,NA,NA,2
04-03-2012,1,F,24,11:12,Re,NA,NA,NA,1
04-03-2012,1,F,24,11:13,Ot,NA,NA,NA,7
04-03-2012,1,F,24,11:20,Re,NA,NA,NA,11
04-03-2012,1,F,24,11:31,Ot,NA,NA,NA,6
04-03-2012,1,F,24,11:37,Re,NA,NA,NA,15
04-03-2012,1,F,24,11:52,Mo,NA,NA,NA,1
04-03-2012,1,F,24,11:53,Re,NA,NA,NA,2
04-03-2012,1,F,24,11:55,Fe,LO,ML,NA,5
04-03-2012,1,M,24,12:00,Re,NA,NA,NA,25
04-03-2012,1,M,24,12:25,Mo,NA,NA,NA,3
04-03-2012,1,M,24,12:28,Fe,LP,ML,20,5
04-03-2012,1,M,24,12:33,Fe,GL,ML,25,22
04-03-2012,1,M,24,12:55,Mo,NA,NA,NA,3
04-03-2012,1,M,24,12:58,Re,NA,NA,NA,2
04-03-2012,1,F,24,13:00,Mo,NA,NA,NA,5
04-03-2012,1,F,24,13:05,Fe,GL,ML,NA,3
04-03-2012,1,F,24,13:08,Mo,NA,NA,NA,12
04-03-2012,1,F,24,13:20,Fe,GL,ML,NA,29
04-03-2012,1,F,24,13:49,Re,NA,NA,NA,8
04-03-2012,1,F,24,13:57,Fe,LO,ML,NA,3
04-03-2012,1,F,24,14:00,Fe,LO,ML,NA,0
05-03-2012,1,F,25,09:20,Fe,LP,ML,25,8
05-03-2012,1,F,25,09:28,Mo,NA,NA,NA,2
05-03-2012,1,F,25,09:30,Re,NA,NA,NA,3
05-03-2012,1,F,25,09:33,Mo,NA,NA,NA,2
05-03-2012,1,F,25,09:35,Fe,GL,ML,NA,16
05-03-2012,1,F,25,09:51,Re,NA,NA,NA,14
05-03-2012,1,F,25,10:05,Mo,NA,NA,NA,1
05-03-2012,1,F,25,10:06,Fe,LO,ML,NA,14
05-03-2012,1,F,25,10:20,Fe,LP,ML,NA,17
05-03-2012,1,F,25,10:37,Mo,NA,NA,NA,1
05-03-2012,1,F,25,10:38,Re,NA,NA,NA,13
05-03-2012,1,F,25,10:51,Mo,NA,NA,NA,7
05-03-2012,1,F,25,10:58,Fe,Honoalu,Fr,NA,22
05-03-2012,1,M,25,11:20,Fe,Honoalu,Fr,NA,38
05-03-2012,1,M,25,11:58,Mo,NA,NA,NA,3
05-03-2012,1,M,25,12:01,Re,NA,NA,NA,12
05-03-2012,1,M,25,12:13,Mo,NA,NA,NA,7
05-03-2012,1,F,25,12:20,Mo,NA,NA,NA,6
05-03-2012,1,F,25,12:26,Re,NA,NA,NA,30
05-03-2012,1,F,25,12:56,Ot,NA,NA,NA,6
05-03-2012,1,F,25,13:02,Re,NA,NA,NA,2
05-03-2012,1,F,25,13:04,Ot,NA,NA,NA,11
05-03-2012,1,F,25,13:15,Re,NA,NA,NA,1
05-03-2012,1,F,25,13:16,Ot,NA,NA,NA,1
05-03-2012,1,F,25,13:17,Re,NA,NA,NA,3
05-03-2012,1,M,25,13:20,Re,NA,NA,NA,13
05-03-2012,1,M,25,13:33,Mo,NA,NA,NA,5
05-03-2012,1,M,25,13:38,Fe,LP,ML,25,26
05-03-2012,1,M,25,14:04,Re,NA,NA,NA,10
05-03-2012,1,M,25,14:14,Mo,NA,NA,NA,6
05-03-2012,1,M,25,14:20,Re,NA,NA,NA,0
13-03-2012,2,F,26,09:50,Fe,LP,ML,30,47
13-03-2012,2,F,26,10:37,Mo,NA,NA,NA,9
13-03-2012,2,F,26,10:46,Fe,LP,ML,30,4
13-03-2012,2,M,26,11:00,Re,NA,NA,NA,10
13-03-2012,2,M,26,11:10,Ot,NA,NA,NA,2
13-03-2012,2,M,26,11:12,Fe,FG,YL,NA,19
13-03-2012,2,M,26,11:31,Mo,NA,NA,NA,2
13-03-2012,2,M,26,11:33,Fe,FG,YL,NA,22
13-03-2012,2,M,26,11:55,Mo,NA,NA,NA,5
13-03-2012,2,F,26,12:10,Re,NA,NA,NA,3
13-03-2012,2,F,26,12:13,Ot,NA,NA,NA,13
13-03-2012,2,F,26,12:26,Re,NA,NA,NA,44
13-03-2012,2,M,26,13:20,Re,NA,NA,NA,16
13-03-2012,2,M,26,13:36,Mo,NA,NA,NA,4
13-03-2012,2,M,26,13:40,Re,NA,NA,NA,20
13-03-2012,2,M,26,14:00,Mo,NA,NA,NA,1
13-03-2012,2,M,26,14:01,Fe,BG,ML,NA,9
13-03-2012,2,M,26,14:10,Mo,NA,NA,NA,2
13-03-2012,2,M,26,14:12,Re,NA,NA,NA,1
13-03-2012,2,M,26,14:13,Fe,FG,YL,NA,7
13-03-2012,2,M,26,14:20,Fe,FG,YL,NA,0
14-03-2012,2,M,27,10:50,Re,NA,NA,NA,22
14-03-2012,2,M,27,11:12,Mo,NA,NA,NA,1
14-03-2012,2,M,27,11:13,Re,NA,NA,NA,9
14-03-2012,2,M,27,11:22,Mo,NA,NA,NA,9
14-03-2012,2,M,27,11:31,Re,NA,NA,NA,3
14-03-2012,2,M,27,11:34,Mo,NA,NA,NA,10
14-03-2012,2,M,27,11:44,Fe,Amorie,Fr,NA,6
14-03-2012,2,F,27,12:00,Mo,NA,NA,NA,19
14-03-2012,2,F,27,12:19,Re,NA,NA,NA,7
14-03-2012,2,F,27,12:26,Mo,NA,NA,NA,1
14-03-2012,2,F,27,12:27,Fe,BG,ML,3,4
14-03-2012,2,F,27,12:31,Mo,NA,NA,NA,16
14-03-2012,2,F,27,12:47,Re,NA,NA,NA,9
14-03-2012,2,F,27,12:56,Fe,GL,ML,30,4
14-03-2012,2,M,27,13:20,Re,NA,NA,NA,44
14-03-2012,2,M,27,14:04,Ot,NA,NA,NA,9
14-03-2012,2,M,27,14:13,Re,NA,NA,NA,7
14-03-2012,2,M,27,14:20,Re,NA,NA,NA,0
21-03-2012,2,M,28,07:30,Mo,NA,NA,NA,17
21-03-2012,2,M,28,07:47,Fe,BD,UF,3,20
21-03-2012,2,M,28,08:07,Mo,NA,NA,NA,1
21-03-2012,2,M,28,08:08,Re,NA,NA,NA,1
21-03-2012,2,M,28,08:09,Mo,NA,NA,NA,1
21-03-2012,2,M,28,08:10,Fe,JL,YL,25,4
21-03-2012,2,M,28,08:14,Mo,NA,NA,NA,8
21-03-2012,2,M,28,08:22,Fe,JL,YL,25,6
21-03-2012,2,M,28,08:28,Mo,NA,NA,NA,1
21-03-2012,2,M,28,08:29,Re,NA,NA,NA,1
21-03-2012,2,F,28,08:40,Fe,LP,ML,20,21
21-03-2012,2,F,28,09:01,Mo,NA,NA,NA,1
21-03-2012,2,F,28,09:02,Re,NA,NA,NA,1
21-03-2012,2,F,28,09:03,Fe,TL,ML,10,8
21-03-2012,2,F,28,09:11,Re,NA,NA,NA,4
21-03-2012,2,F,28,09:15,Mo,NA,NA,NA,2
21-03-2012,2,F,28,09:17,Re,NA,NA,NA,1
21-03-2012,2,F,28,09:18,Fe,FG,UF,30,22
21-03-2012,2,M,28,09:50,Mo,NA,NA,NA,4
21-03-2012,2,M,28,09:54,Re,NA,NA,NA,5
21-03-2012,2,M,28,09:59,Mo,NA,NA,NA,4
21-03-2012,2,M,28,10:03,Fe,SM,ML,20,40
21-03-2012,2,M,28,10:43,Re,NA,NA,NA,7
21-03-2012,2,F,28,11:00,Re,NA,NA,NA,15
21-03-2012,2,F,28,11:15,Ot,NA,NA,NA,6
21-03-2012,2,F,28,11:21,Re,NA,NA,NA,26
21-03-2012,2,F,28,11:47,Mo,NA,NA,NA,10
21-03-2012,2,F,28,11:57,Re,NA,NA,NA,3
21-03-2012,2,F,28,12:00,Re,NA,NA,NA,0
