cno,dat,ddm,gno,cid,tin,dmr1,dmr2,month,interval,cum.wt,cum.time
11,9/8/2017,9/12/2017,2.1,IC3,2,NA,0.21,Sep-17,10,1.75,20
11,9/8/2017,9/12/2017,2.1,IC3,3,NA,0.12,Sep-17,10,1.87,30
11,9/8/2017,9/12/2017,2.1,IC3,4,NA,0.05,Sep-17,10,1.92,40
11,9/8/2017,9/12/2017,3.1,IC4,1,NA,1.22,Sep-17,10,1.22,10
11,9/8/2017,9/12/2017,3.1,IC4,2,NA,0.22,Sep-17,10,1.44,20
11,9/8/2017,9/12/2017,3.1,IC4,3,NA,0.11,Sep-17,10,1.55,30
11,9/8/2017,9/12/2017,3.1,IC4,4,NA,0.06,Sep-17,10,1.61,40
11,9/8/2017,9/12/2017,4.1,IC5,1,NA,1.83,Sep-17,10,1.83,10
11,9/8/2017,9/12/2017,4.1,IC5,2,NA,0.16,Sep-17,10,1.99,20
11,9/8/2017,9/12/2017,4.1,IC5,3,NA,0.08,Sep-17,10,2.07,30
11,9/8/2017,9/12/2017,4.1,IC5,4,NA,0.05,Sep-17,10,2.12,40
11,9/8/2017,9/12/2017,5.1,IC6,1,NA,1.92,Sep-17,10,1.92,10
11,9/8/2017,9/12/2017,5.1,IC6,2,NA,0.32,Sep-17,10,2.24,20
11,9/8/2017,9/12/2017,5.1,IC6,3,NA,0.14,Sep-17,10,2.38,30
11,9/8/2017,9/12/2017,5.1,IC6,4,NA,0.1,Sep-17,10,2.48,40
11,9/8/2017,9/12/2017,5.2,IC7,1,NA,0.94,Sep-17,10,0.94,10
11,9/8/2017,9/12/2017,5.2,IC7,2,NA,0.14,Sep-17,10,1.08,20
11,9/8/2017,9/12/2017,5.2,IC7,3,NA,0.12,Sep-17,10,1.2,30
11,9/8/2017,9/12/2017,5.2,IC7,4,NA,0.03,Sep-17,10,1.23,40
11,9/9/2017,9/12/2017,4.2,IC8,1,NA,0.94,Sep-17,10,0.94,10
11,9/9/2017,9/12/2017,4.2,IC8,2,NA,0.05,Sep-17,10,0.99,20
11,9/9/2017,9/12/2017,4.2,IC8,3,NA,0.03,Sep-17,10,1.02,30
11,9/9/2017,9/12/2017,4.2,IC8,4,NA,0.02,Sep-17,10,1.04,40
11,9/9/2017,9/12/2017,3.2,IC9,1,NA,1.42,Sep-17,10,1.42,10
11,9/9/2017,9/12/2017,3.2,IC9,2,NA,0.13,Sep-17,10,1.55,20
11,9/9/2017,9/12/2017,3.2,IC9,3,NA,0.08,Sep-17,10,1.63,30
11,9/9/2017,9/12/2017,3.2,IC9,4,NA,0.05,Sep-17,10,1.68,40
11,9/9/2017,9/12/2017,2.2,IC10,1,NA,0.8,Sep-17,10,0.8,10
11,9/9/2017,9/12/2017,2.2,IC10,2,NA,0.13,Sep-17,10,0.93,20
11,9/9/2017,9/12/2017,2.2,IC10,3,NA,0.06,Sep-17,10,0.99,30
11,9/9/2017,9/12/2017,2.2,IC10,4,NA,0.04,Sep-17,10,1.03,40
11,9/9/2017,9/12/2017,1.2,IC11,1,NA,1.07,Sep-17,10,1.07,10
11,9/9/2017,9/12/2017,1.2,IC11,2,NA,0.14,Sep-17,10,1.21,20
11,9/9/2017,9/12/2017,1.2,IC11,3,NA,0.07,Sep-17,10,1.28,30
11,9/9/2017,9/12/2017,1.2,IC11,4,NA,0.04,Sep-17,10,1.32,40
11,9/9/2017,9/12/2017,0.2,IC12,1,NA,0.39,Sep-17,10,0.39,10
11,9/9/2017,9/12/2017,0.2,IC12,2,NA,0.11,Sep-17,10,0.5,20
11,9/9/2017,9/12/2017,0.2,IC12,3,NA,0.03,Sep-17,10,0.53,30
11,9/9/2017,9/12/2017,0.2,IC12,4,NA,0.01,Sep-17,10,0.54,40
11,9/9/2017,9/12/2017,2.3,IC13,1,NA,0.4,Sep-17,10,0.4,10
11,9/9/2017,9/12/2017,2.3,IC13,2,NA,0.06,Sep-17,10,0.46,20
11,9/9/2017,9/12/2017,2.3,IC13,3,NA,0.05,Sep-17,10,0.51,30
11,9/9/2017,9/12/2017,2.3,IC13,4,NA,0.03,Sep-17,10,0.54,40
11,9/9/2017,9/12/2017,3.3,IC14,1,NA,0.54,Sep-17,10,0.54,10
11,9/9/2017,9/12/2017,3.3,IC14,2,NA,0.07,Sep-17,10,0.61,20
11,9/9/2017,9/12/2017,3.3,IC14,3,NA,0.08,Sep-17,10,0.69,30
11,9/9/2017,9/12/2017,3.3,IC14,4,NA,0.06,Sep-17,10,0.75,40
11,9/9/2017,9/12/2017,4.3,IC15,1,NA,1.82,Sep-17,10,1.82,10
11,9/9/2017,9/12/2017,4.3,IC15,2,NA,0.21,Sep-17,10,2.03,20
11,9/9/2017,9/12/2017,4.3,IC15,3,NA,0.1,Sep-17,10,2.13,30
11,9/9/2017,9/12/2017,4.3,IC15,4,NA,0.06,Sep-17,10,2.19,40
11,9/9/2017,9/12/2017,5.3,IC16,1,NA,0.96,Sep-17,10,0.96,10
11,9/9/2017,9/12/2017,5.3,IC16,2,NA,0.14,Sep-17,10,1.1,20
11,9/9/2017,9/12/2017,5.3,IC16,3,NA,0.06,Sep-17,10,1.16,30
11,9/9/2017,9/12/2017,5.3,IC16,4,NA,0.12,Sep-17,10,1.28,40
12,12/6/2017,12/11/2017,0.1,IC1,1,NA,0.39,Dec-17,10,0.39,10
12,12/6/2017,12/11/2017,0.1,IC1,2,NA,0.04,Dec-17,10,0.43,20
12,12/6/2017,12/11/2017,0.1,IC1,3,NA,0.03,Dec-17,10,0.46,30
12,12/6/2017,12/11/2017,0.1,IC1,4,NA,0.03,Dec-17,10,0.49,40
12,12/6/2017,12/11/2017,1.1,IC2,1,NA,0.48,Dec-17,10,0.48,10
12,12/6/2017,12/11/2017,1.1,IC2,2,NA,0.09,Dec-17,10,0.57,20
12,12/6/2017,12/11/2017,1.1,IC2,3,NA,0.03,Dec-17,10,0.6,30
12,12/6/2017,12/11/2017,1.1,IC2,4,NA,0.03,Dec-17,10,0.63,40
12,12/6/2017,12/11/2017,2.1,IC3,1,NA,0.63,Dec-17,10,0.63,10
12,12/6/2017,12/11/2017,2.1,IC3,2,NA,0.1,Dec-17,10,0.73,20
12,12/6/2017,12/11/2017,2.1,IC3,3,NA,0.07,Dec-17,10,0.8,30
12,12/6/2017,12/11/2017,2.1,IC3,4,NA,0.03,Dec-17,10,0.83,40
12,12/6/2017,12/11/2017,3.1,IC4,1,NA,0.62,Dec-17,10,0.62,10
12,12/6/2017,12/11/2017,3.1,IC4,2,NA,0.13,Dec-17,10,0.75,20
12,12/6/2017,12/11/2017,3.1,IC4,3,NA,0.11,Dec-17,10,0.86,30
12,12/6/2017,12/11/2017,3.1,IC4,4,NA,0.09,Dec-17,10,0.95,40
12,12/6/2017,12/11/2017,4.1,IC5,1,NA,1.13,Dec-17,10,1.13,10
12,12/6/2017,12/11/2017,4.1,IC5,2,NA,0.23,Dec-17,10,1.36,20
12,12/6/2017,12/11/2017,4.1,IC5,3,NA,0.1,Dec-17,10,1.46,30
12,12/6/2017,12/11/2017,4.1,IC5,4,NA,0.04,Dec-17,10,1.5,40
12,12/6/2017,12/11/2017,5.1,IC6,1,NA,1.29,Dec-17,10,1.29,10
12,12/6/2017,12/11/2017,5.1,IC6,2,NA,0.17,Dec-17,10,1.46,20
12,12/6/2017,12/11/2017,5.1,IC6,3,NA,0.14,Dec-17,10,1.6,30
12,12/6/2017,12/11/2017,5.1,IC6,4,NA,0.04,Dec-17,10,1.64,40
12,12/6/2017,12/11/2017,5.2,IC7,1,NA,0.91,Dec-17,10,0.91,10
12,12/6/2017,12/11/2017,5.2,IC7,2,NA,0.1,Dec-17,10,1.01,20
12,12/6/2017,12/11/2017,5.2,IC7,3,NA,0.05,Dec-17,10,1.06,30
12,12/6/2017,12/11/2017,5.2,IC7,4,NA,0.02,Dec-17,10,1.08,40
12,12/6/2017,12/11/2017,4.2,IC8,1,0.18,0.3,Dec-17,10,0.3,10
12,12/6/2017,12/11/2017,4.2,IC8,2,NA,0.02,Dec-17,10,0.32,20
12,12/6/2017,12/11/2017,4.2,IC8,3,NA,0.01,Dec-17,10,0.33,30
12,12/6/2017,12/11/2017,4.2,IC8,4,NA,0.01,Dec-17,10,0.34,40
12,12/7/2017,12/11/2017,3.2,IC9,1,NA,0.54,Dec-17,10,0.54,10
12,12/7/2017,12/11/2017,3.2,IC9,2,NA,0.05,Dec-17,10,0.59,20
12,12/7/2017,12/11/2017,3.2,IC9,3,NA,0.04,Dec-17,10,0.63,30
12,12/7/2017,12/11/2017,3.2,IC9,4,NA,0.03,Dec-17,10,0.66,40
12,12/7/2017,12/11/2017,2.2,IC10,1,NA,2.04,Dec-17,10,2.04,10
12,12/7/2017,12/11/2017,2.2,IC10,2,NA,0.09,Dec-17,10,2.13,20
12,12/7/2017,12/11/2017,2.2,IC10,3,NA,0.06,Dec-17,10,2.19,30
12,12/7/2017,12/11/2017,2.2,IC10,4,NA,0.05,Dec-17,10,2.24,40
12,12/7/2017,12/11/2017,1.2,IC11,1,NA,0.74,Dec-17,10,0.74,10
12,12/7/2017,12/11/2017,1.2,IC11,2,NA,0.09,Dec-17,10,0.83,20
12,12/7/2017,12/11/2017,1.2,IC11,3,NA,0.03,Dec-17,10,0.86,30
12,12/7/2017,12/11/2017,1.2,IC11,4,NA,0.02,Dec-17,10,0.88,40
12,12/7/2017,12/11/2017,0.2,IC12,1,NA,0.85,Dec-17,10,0.85,10
12,12/7/2017,12/11/2017,0.2,IC12,2,NA,0.08,Dec-17,10,0.93,20
12,12/7/2017,12/11/2017,0.2,IC12,3,NA,0.07,Dec-17,10,1,30
12,12/7/2017,12/11/2017,0.2,IC12,4,NA,0.04,Dec-17,10,1.04,40
12,12/7/2017,12/11/2017,2.3,IC13,1,0.46,0.41,Dec-17,10,0.41,10
12,12/7/2017,12/11/2017,2.3,IC13,2,NA,0.05,Dec-17,10,0.46,20
12,12/7/2017,12/11/2017,2.3,IC13,3,NA,0.03,Dec-17,10,0.49,30
12,12/7/2017,12/11/2017,2.3,IC13,4,NA,0.01,Dec-17,10,0.5,40
12,12/7/2017,12/11/2017,3.3,IC14,1,NA,0.24,Dec-17,10,0.24,10
12,12/7/2017,12/11/2017,3.3,IC14,2,NA,0.09,Dec-17,10,0.33,20
12,12/7/2017,12/11/2017,3.3,IC14,3,NA,0.05,Dec-17,10,0.38,30
12,12/7/2017,12/11/2017,3.3,IC14,4,NA,0.05,Dec-17,10,0.43,40
12,12/7/2017,12/11/2017,4.3,IC15,1,0.24,1.8,Dec-17,10,1.8,10
12,12/7/2017,12/11/2017,4.3,IC15,2,NA,0.23,Dec-17,10,2.03,20
12,12/7/2017,12/11/2017,4.3,IC15,3,NA,0.22,Dec-17,10,2.25,30
12,12/7/2017,12/11/2017,4.3,IC15,4,NA,0.03,Dec-17,10,2.28,40
12,12/7/2017,12/11/2017,5.3,IC16,1,NA,0.3,Dec-17,10,0.3,10
12,12/7/2017,12/11/2017,5.3,IC16,2,NA,0.04,Dec-17,10,0.34,20
12,12/7/2017,12/11/2017,5.3,IC16,3,NA,0.03,Dec-17,10,0.37,30
12,12/7/2017,12/11/2017,5.3,IC16,4,NA,0.02,Dec-17,10,0.39,40
13,3/7/2018,3/12/2018,0.1,IC1,1,NA,0.2,Mar-18,10,0.2,10
13,3/7/2018,3/12/2018,0.1,IC1,2,NA,0.11,Mar-18,10,0.31,20
13,3/7/2018,3/12/2018,0.1,IC1,3,NA,0.03,Mar-18,10,0.34,30
13,3/7/2018,3/12/2018,0.1,IC1,4,NA,0.01,Mar-18,10,0.35,40
13,3/7/2018,3/12/2018,1.1,IC2,1,NA,0.29,Mar-18,10,0.29,10
13,3/7/2018,3/12/2018,1.1,IC2,2,NA,0.06,Mar-18,10,0.35,20
13,3/7/2018,3/12/2018,1.1,IC2,3,NA,0.03,Mar-18,10,0.38,30
13,3/7/2018,3/12/2018,1.1,IC2,4,NA,0.03,Mar-18,10,0.41,40
13,3/7/2018,3/12/2018,2.1,IC3,1,NA,0.23,Mar-18,10,0.23,10
13,3/7/2018,3/12/2018,2.1,IC3,2,NA,0.06,Mar-18,10,0.29,20
13,3/7/2018,3/12/2018,2.1,IC3,3,NA,0.03,Mar-18,10,0.32,30
13,3/7/2018,3/12/2018,2.1,IC3,4,NA,0.02,Mar-18,10,0.34,40
13,3/7/2018,3/12/2018,3.1,IC4,1,NA,0.33,Mar-18,10,0.33,10
13,3/7/2018,3/12/2018,3.1,IC4,2,NA,0.07,Mar-18,10,0.4,20
13,3/7/2018,3/12/2018,3.1,IC4,3,NA,0.04,Mar-18,10,0.44,30
13,3/7/2018,3/12/2018,3.1,IC4,4,NA,0.03,Mar-18,10,0.47,40
13,3/7/2018,3/12/2018,4.1,IC5,1,NA,0.34,Mar-18,10,0.34,10
13,3/7/2018,3/12/2018,4.1,IC5,2,NA,0.07,Mar-18,10,0.41,20
13,3/7/2018,3/12/2018,4.1,IC5,3,NA,0.06,Mar-18,10,0.47,30
13,3/7/2018,3/12/2018,4.1,IC5,4,NA,0.04,Mar-18,10,0.51,40
13,3/7/2018,3/12/2018,5.1,IC6,1,NA,0.41,Mar-18,10,0.41,10
13,3/7/2018,3/12/2018,5.1,IC6,2,NA,0.08,Mar-18,10,0.49,20
13,3/7/2018,3/12/2018,5.1,IC6,3,NA,0.04,Mar-18,10,0.53,30
13,3/7/2018,3/12/2018,5.1,IC6,4,NA,0.02,Mar-18,10,0.55,40
13,3/7/2018,3/12/2018,5.2,IC7,1,NA,0.18,Mar-18,10,0.18,10
13,3/7/2018,3/12/2018,5.2,IC7,2,NA,0.07,Mar-18,10,0.25,20
13,3/7/2018,3/12/2018,5.2,IC7,3,NA,0.01,Mar-18,10,0.26,30
13,3/7/2018,3/12/2018,5.2,IC7,4,NA,0,Mar-18,10,0.26,40
13,3/7/2018,3/12/2018,4.2,IC8,1,NA,0.21,Mar-18,10,0.21,10
13,3/7/2018,3/12/2018,4.2,IC8,2,NA,0.04,Mar-18,10,0.25,20
13,3/7/2018,3/12/2018,4.2,IC8,3,NA,0.02,Mar-18,10,0.27,30
13,3/7/2018,3/12/2018,4.2,IC8,4,NA,0.02,Mar-18,10,0.29,40
13,3/7/2018,3/12/2018,3.2,IC9,1,NA,0.66,Mar-18,10,0.66,10
13,3/7/2018,3/12/2018,3.2,IC9,2,NA,0.24,Mar-18,10,0.9,20
13,3/7/2018,3/12/2018,3.2,IC9,3,NA,0.09,Mar-18,10,0.99,30
13,3/7/2018,3/12/2018,3.2,IC9,4,NA,0.05,Mar-18,10,1.04,40
13,3/7/2018,3/12/2018,2.2,IC10,1,NA,0.14,Mar-18,10,0.14,10
13,3/7/2018,3/12/2018,2.2,IC10,2,NA,0.02,Mar-18,10,0.16,20
13,3/7/2018,3/12/2018,2.2,IC10,3,NA,0.01,Mar-18,10,0.17,30
13,3/7/2018,3/12/2018,2.2,IC10,4,NA,0,Mar-18,10,0.17,40
13,3/8/2018,3/12/2018,1.2,IC11,1,NA,0.13,Mar-18,10,0.13,10
13,3/8/2018,3/12/2018,1.2,IC11,2,NA,0.03,Mar-18,10,0.16,20
13,3/8/2018,3/12/2018,1.2,IC11,3,NA,0.02,Mar-18,10,0.18,30
13,3/8/2018,3/12/2018,1.2,IC11,4,NA,0.01,Mar-18,10,0.19,40
13,3/8/2018,3/12/2018,0.2,IC12,1,NA,0.23,Mar-18,10,0.23,10
13,3/8/2018,3/12/2018,0.2,IC12,2,NA,0.05,Mar-18,10,0.28,20
13,3/8/2018,3/12/2018,0.2,IC12,3,NA,0.07,Mar-18,10,0.35,30
13,3/8/2018,3/12/2018,0.2,IC12,4,NA,0.05,Mar-18,10,0.4,40
13,3/8/2018,3/12/2018,2.3,IC13,1,NA,0.07,Mar-18,10,0.07,10
13,3/8/2018,3/12/2018,2.3,IC13,2,NA,0.01,Mar-18,10,0.08,20
13,3/8/2018,3/12/2018,2.3,IC13,3,NA,0,Mar-18,10,0.08,30
13,3/8/2018,3/12/2018,2.3,IC13,4,NA,0,Mar-18,10,0.08,40
13,3/8/2018,3/12/2018,3.3,IC14,1,NA,0.32,Mar-18,10,0.32,10
13,3/8/2018,3/12/2018,3.3,IC14,2,NA,0.03,Mar-18,10,0.35,20
13,3/8/2018,3/12/2018,3.3,IC14,3,NA,0.03,Mar-18,10,0.38,30
13,3/8/2018,3/12/2018,3.3,IC14,4,NA,0.02,Mar-18,10,0.4,40
13,3/8/2018,3/12/2018,4.3,IC15,1,NA,0.28,Mar-18,10,0.28,10
13,3/8/2018,3/12/2018,4.3,IC15,2,NA,0.07,Mar-18,10,0.35,20
13,3/8/2018,3/12/2018,4.3,IC15,3,NA,0.03,Mar-18,10,0.38,30
13,3/8/2018,3/12/2018,4.3,IC15,4,NA,0.02,Mar-18,10,0.4,40
13,3/8/2018,3/12/2018,5.3,IC16,1,NA,0.25,Mar-18,10,0.25,10
13,3/8/2018,3/12/2018,5.3,IC16,2,NA,0.04,Mar-18,10,0.29,20
13,3/8/2018,3/12/2018,5.3,IC16,3,NA,0.03,Mar-18,10,0.32,30
13,3/8/2018,3/12/2018,5.3,IC16,4,NA,0,Mar-18,10,0.32,40
14,6/8/2018,6/17/2018,0.1,IC1,1,NA,0.26,Jun-18,10,0.26,10
14,6/8/2018,6/17/2018,0.1,IC1,2,NA,0.14,Jun-18,10,0.4,20
14,6/8/2018,6/17/2018,0.1,IC1,3,NA,0.05,Jun-18,10,0.45,30
14,6/8/2018,6/17/2018,0.1,IC1,4,NA,0.07,Jun-18,10,0.52,40
14,6/8/2018,6/17/2018,1.1,IC2,1,NA,0.16,Jun-18,10,0.16,10
14,6/8/2018,6/17/2018,1.1,IC2,2,NA,0.08,Jun-18,10,0.24,20
14,6/8/2018,6/17/2018,1.1,IC2,3,NA,0.03,Jun-18,10,0.27,30
14,6/8/2018,6/17/2018,1.1,IC2,4,NA,0.01,Jun-18,10,0.28,40
14,6/8/2018,6/17/2018,2.1,IC3,1,NA,1.38,Jun-18,10,1.38,10
14,6/8/2018,6/17/2018,2.1,IC3,2,NA,0.3,Jun-18,10,1.68,20
14,6/8/2018,6/17/2018,2.1,IC3,3,NA,0.15,Jun-18,10,1.83,30
14,6/8/2018,6/17/2018,2.1,IC3,4,NA,0.12,Jun-18,10,1.95,40
14,6/8/2018,6/17/2018,3.1,IC4,1,NA,0.28,Jun-18,10,0.28,10
14,6/8/2018,6/17/2018,3.1,IC4,2,NA,0.12,Jun-18,10,0.4,20
14,6/8/2018,6/17/2018,3.1,IC4,3,NA,0.04,Jun-18,10,0.44,30
14,6/8/2018,6/17/2018,3.1,IC4,4,NA,0.02,Jun-18,10,0.46,40
14,6/8/2018,6/17/2018,4.1,IC5,1,NA,0.45,Jun-18,10,0.45,10
14,6/8/2018,6/17/2018,4.1,IC5,2,NA,0.13,Jun-18,10,0.58,20
14,6/8/2018,6/17/2018,4.1,IC5,3,NA,0.06,Jun-18,10,0.64,30
14,6/8/2018,6/17/2018,4.1,IC5,4,NA,0.04,Jun-18,10,0.68,40
14,6/8/2018,6/17/2018,5.1,IC6,1,NA,0.41,Jun-18,10,0.41,10
14,6/8/2018,6/17/2018,5.1,IC6,2,NA,0.08,Jun-18,10,0.49,20
14,6/8/2018,6/17/2018,5.1,IC6,3,NA,0.09,Jun-18,10,0.58,30
14,6/8/2018,6/17/2018,5.1,IC6,4,NA,0.04,Jun-18,10,0.62,40
14,6/8/2018,6/17/2018,5.2,IC7,1,NA,0.95,Jun-18,10,0.95,10
14,6/8/2018,6/17/2018,5.2,IC7,2,NA,0.07,Jun-18,10,1.02,20
14,6/8/2018,6/17/2018,5.2,IC7,3,NA,0.05,Jun-18,10,1.07,30
14,6/8/2018,6/17/2018,5.2,IC7,4,NA,0.02,Jun-18,10,1.09,40
14,6/8/2018,6/17/2018,4.2,IC8,1,NA,0.42,Jun-18,10,0.42,10
14,6/8/2018,6/17/2018,4.2,IC8,2,NA,0.15,Jun-18,10,0.57,20
14,6/8/2018,6/17/2018,4.2,IC8,3,NA,0.04,Jun-18,10,0.61,30
14,6/8/2018,6/17/2018,4.2,IC8,4,NA,0.03,Jun-18,10,0.64,40
14,6/8/2018,6/17/2018,3.2,IC9,1,NA,0.75,Jun-18,10,0.75,10
14,6/8/2018,6/17/2018,3.2,IC9,2,NA,0.08,Jun-18,10,0.83,20
14,6/8/2018,6/17/2018,3.2,IC9,3,NA,0.04,Jun-18,10,0.87,30
14,6/8/2018,6/17/2018,3.2,IC9,4,NA,0.03,Jun-18,10,0.9,40
14,6/8/2018,6/17/2018,2.2,IC10,1,NA,0.36,Jun-18,10,0.36,10
14,6/8/2018,6/17/2018,2.2,IC10,2,NA,0.19,Jun-18,10,0.55,20
14,6/8/2018,6/17/2018,2.2,IC10,3,NA,0.07,Jun-18,10,0.62,30
14,6/8/2018,6/17/2018,2.2,IC10,4,NA,0.04,Jun-18,10,0.66,40
14,6/8/2018,6/17/2018,1.2,IC11,1,NA,0.78,Jun-18,10,0.78,10
14,6/8/2018,6/17/2018,1.2,IC11,2,NA,0.12,Jun-18,10,0.9,20
14,6/8/2018,6/17/2018,1.2,IC11,3,NA,0.05,Jun-18,10,0.95,30
14,6/8/2018,6/17/2018,1.2,IC11,4,NA,0.11,Jun-18,10,1.06,40
14,6/8/2018,6/17/2018,0.2,IC12,1,NA,0.31,Jun-18,10,0.31,10
14,6/8/2018,6/17/2018,0.2,IC12,2,NA,0.07,Jun-18,10,0.38,20
14,6/8/2018,6/17/2018,0.2,IC12,3,NA,0.06,Jun-18,10,0.44,30
14,6/8/2018,6/17/2018,0.2,IC12,4,NA,0.05,Jun-18,10,0.49,40
14,6/8/2018,6/17/2018,2.3,IC13,1,NA,0.28,Jun-18,10,0.28,10
14,6/8/2018,6/17/2018,2.3,IC13,2,NA,0.04,Jun-18,10,0.32,20
14,6/8/2018,6/17/2018,2.3,IC13,3,NA,0.02,Jun-18,10,0.34,30
14,6/8/2018,6/17/2018,2.3,IC13,4,NA,0.04,Jun-18,10,0.38,40
14,6/8/2018,6/17/2018,3.3,IC14,1,NA,0.48,Jun-18,10,0.48,10
14,6/8/2018,6/17/2018,3.3,IC14,2,NA,0.13,Jun-18,10,0.61,20
14,6/8/2018,6/17/2018,3.3,IC14,3,NA,0.05,Jun-18,10,0.66,30
14,6/8/2018,6/17/2018,3.3,IC14,4,NA,0.03,Jun-18,10,0.69,40
14,6/8/2018,6/17/2018,4.3,IC15,1,NA,0.83,Jun-18,10,0.83,10
14,6/8/2018,6/17/2018,4.3,IC15,2,NA,0.25,Jun-18,10,1.08,20
14,6/8/2018,6/17/2018,4.3,IC15,3,NA,0.1,Jun-18,10,1.18,30
14,6/8/2018,6/17/2018,4.3,IC15,4,NA,0.06,Jun-18,10,1.24,40
14,6/8/2018,6/17/2018,5.3,IC16,1,NA,1.75,Jun-18,10,1.75,10
14,6/8/2018,6/17/2018,5.3,IC16,2,NA,0.4,Jun-18,10,2.15,20
14,6/8/2018,6/17/2018,5.3,IC16,3,NA,0.18,Jun-18,10,2.33,30
14,6/8/2018,6/17/2018,5.3,IC16,4,NA,0.12,Jun-18,10,2.45,40
15,9/4/2018,9/10/2018,0.1,IC1,1,NA,0.83,Sep-18,10,0.83,10
15,9/4/2018,9/10/2018,0.1,IC1,2,NA,0.23,Sep-18,10,1.06,20
15,9/4/2018,9/10/2018,0.1,IC1,3,NA,0.06,Sep-18,10,1.12,30
15,9/4/2018,9/10/2018,0.1,IC1,4,NA,0.05,Sep-18,10,1.17,40
15,9/4/2018,9/10/2018,1.1,IC2,1,NA,0.33,Sep-18,10,0.33,10
15,9/4/2018,9/10/2018,1.1,IC2,2,NA,0.05,Sep-18,10,0.38,20
15,9/4/2018,9/10/2018,1.1,IC2,3,NA,0.03,Sep-18,10,0.41,30
15,9/4/2018,9/10/2018,1.1,IC2,4,NA,0.01,Sep-18,10,0.42,40
15,9/4/2018,9/10/2018,2.1,IC3,1,NA,0.32,Sep-18,10,0.32,10
15,9/4/2018,9/10/2018,2.1,IC3,2,NA,0.11,Sep-18,10,0.43,20
15,9/4/2018,9/10/2018,2.1,IC3,3,NA,0.11,Sep-18,10,0.54,30
15,9/4/2018,9/10/2018,2.1,IC3,4,NA,0.04,Sep-18,10,0.58,40
15,9/4/2018,9/10/2018,3.1,IC4,1,NA,0.33,Sep-18,10,0.33,10
15,9/4/2018,9/10/2018,3.1,IC4,2,NA,0.15,Sep-18,10,0.48,20
15,9/4/2018,9/10/2018,3.1,IC4,3,NA,0.09,Sep-18,10,0.57,30
15,9/4/2018,9/10/2018,3.1,IC4,4,NA,0.02,Sep-18,10,0.59,40
15,9/4/2018,9/10/2018,4.1,IC5,1,NA,0.55,Sep-18,10,0.55,10
15,9/4/2018,9/10/2018,4.1,IC5,2,NA,0.11,Sep-18,10,0.66,20
15,9/4/2018,9/10/2018,4.1,IC5,3,NA,0.07,Sep-18,10,0.73,30
15,9/4/2018,9/10/2018,4.1,IC5,4,NA,0.04,Sep-18,10,0.77,40
15,9/4/2018,9/10/2018,5.1,IC6,1,NA,0.46,Sep-18,10,0.46,10
15,9/4/2018,9/10/2018,5.1,IC6,2,NA,0.09,Sep-18,10,0.55,20
15,9/4/2018,9/10/2018,5.1,IC6,3,NA,0.02,Sep-18,10,0.57,30
15,9/4/2018,9/10/2018,5.1,IC6,4,NA,0.01,Sep-18,10,0.58,40
15,9/4/2018,9/10/2018,5.2,IC7,1,NA,0.35,Sep-18,10,0.35,10
15,9/4/2018,9/10/2018,5.2,IC7,2,NA,0.09,Sep-18,10,0.44,20
15,9/4/2018,9/10/2018,5.2,IC7,3,NA,0.04,Sep-18,10,0.48,30
15,9/4/2018,9/10/2018,5.2,IC7,4,NA,0.02,Sep-18,10,0.5,40
15,9/4/2018,9/10/2018,4.2,IC8,1,NA,0.35,Sep-18,10,0.35,10
15,9/4/2018,9/10/2018,4.2,IC8,2,NA,0.11,Sep-18,10,0.46,20
15,9/4/2018,9/10/2018,4.2,IC8,3,NA,0.02,Sep-18,10,0.48,30
15,9/4/2018,9/10/2018,4.2,IC8,4,NA,0.02,Sep-18,10,0.5,40
15,9/5/2018,9/10/2018,3.2,IC9,1,NA,0.45,Sep-18,10,0.45,10
15,9/5/2018,9/10/2018,3.2,IC9,2,NA,0.09,Sep-18,10,0.54,20
15,9/5/2018,9/10/2018,3.2,IC9,3,NA,0.06,Sep-18,10,0.6,30
15,9/5/2018,9/10/2018,3.2,IC9,4,NA,0.04,Sep-18,10,0.64,40
15,9/5/2018,9/10/2018,2.2,IC10,1,NA,0.14,Sep-18,10,0.14,10
15,9/5/2018,9/10/2018,2.2,IC10,2,NA,0.11,Sep-18,10,0.25,20
15,9/5/2018,9/10/2018,2.2,IC10,3,NA,0.04,Sep-18,10,0.29,30
15,9/5/2018,9/10/2018,2.2,IC10,4,NA,0.02,Sep-18,10,0.31,40
15,9/5/2018,9/10/2018,1.2,IC11,1,NA,0.32,Sep-18,10,0.32,10
15,9/5/2018,9/10/2018,1.2,IC11,2,NA,0.06,Sep-18,10,0.38,20
15,9/5/2018,9/10/2018,1.2,IC11,3,NA,0.05,Sep-18,10,0.43,30
15,9/5/2018,9/10/2018,1.2,IC11,4,NA,0.07,Sep-18,10,0.5,40
15,9/5/2018,9/10/2018,0.2,IC12,1,NA,0.13,Sep-18,10,0.13,10
15,9/5/2018,9/10/2018,0.2,IC12,2,NA,0.08,Sep-18,10,0.21,20
15,9/5/2018,9/10/2018,0.2,IC12,3,NA,0.02,Sep-18,10,0.23,30
15,9/5/2018,9/10/2018,0.2,IC12,4,NA,0.01,Sep-18,10,0.24,40
15,9/5/2018,9/10/2018,2.3,IC13,1,NA,0.31,Sep-18,10,0.31,10
15,9/5/2018,9/10/2018,2.3,IC13,2,NA,0.08,Sep-18,10,0.39,20
