cno,dat,ddm,gno,cid,tin,dmr1,dmr2,month,interval,cum.wt,cum.time
15,9/5/2018,9/10/2018,2.3,IC13,3,NA,0.06,Sep-18,10,0.45,30
15,9/5/2018,9/10/2018,2.3,IC13,4,NA,0.03,Sep-18,10,0.48,40
15,9/5/2018,9/10/2018,3.3,IC14,1,NA,0.27,Sep-18,10,0.27,10
15,9/5/2018,9/10/2018,3.3,IC14,2,NA,0.04,Sep-18,10,0.31,20
15,9/5/2018,9/10/2018,3.3,IC14,3,NA,0.02,Sep-18,10,0.33,30
15,9/5/2018,9/10/2018,3.3,IC14,4,NA,0.02,Sep-18,10,0.35,40
15,9/5/2018,9/10/2018,4.3,IC15,1,NA,0.73,Sep-18,10,0.73,10
15,9/5/2018,9/10/2018,4.3,IC15,2,NA,0.13,Sep-18,10,0.86,20
15,9/5/2018,9/10/2018,4.3,IC15,3,NA,0.08,Sep-18,10,0.94,30
15,9/5/2018,9/10/2018,4.3,IC15,4,NA,0.06,Sep-18,10,1,40
15,9/5/2018,9/10/2018,5.3,IC16,1,NA,0.68,Sep-18,10,0.68,10
15,9/5/2018,9/10/2018,5.3,IC16,2,NA,0.07,Sep-18,10,0.75,20
15,9/5/2018,9/10/2018,5.3,IC16,3,NA,0.05,Sep-18,10,0.8,30
15,9/5/2018,9/10/2018,5.3,IC16,4,NA,0.04,Sep-18,10,0.84,40
16,12/7/2018,12/15/2018,0.1,IC1,1,NA,0.38,Dec-18,10,0.38,10
16,12/7/2018,12/15/2018,0.1,IC1,2,NA,0.09,Dec-18,10,0.47,20
16,12/7/2018,12/15/2018,0.1,IC1,3,NA,0.04,Dec-18,10,0.51,30
16,12/7/2018,12/15/2018,0.1,IC1,4,NA,0.04,Dec-18,10,0.55,40
16,12/7/2018,12/15/2018,1.1,IC2,1,NA,0.16,Dec-18,10,0.16,10
16,12/7/2018,12/15/2018,1.1,IC2,2,NA,0.05,Dec-18,10,0.21,20
16,12/7/2018,12/15/2018,1.1,IC2,3,NA,0.05,Dec-18,10,0.26,30
16,12/7/2018,12/15/2018,1.1,IC2,4,NA,0.02,Dec-18,10,0.28,40
16,12/7/2018,12/15/2018,2.1,IC3,1,NA,0.61,Dec-18,10,0.61,10
16,12/7/2018,12/15/2018,2.1,IC3,2,NA,0.1,Dec-18,10,0.71,20
16,12/7/2018,12/15/2018,2.1,IC3,3,NA,0.06,Dec-18,10,0.77,30
16,12/7/2018,12/15/2018,2.1,IC3,4,NA,0.04,Dec-18,10,0.81,40
16,12/7/2018,12/15/2018,3.1,IC4,1,NA,0.52,Dec-18,10,0.52,10
16,12/7/2018,12/15/2018,3.1,IC4,2,NA,0.15,Dec-18,10,0.67,20
16,12/7/2018,12/15/2018,3.1,IC4,3,NA,0.07,Dec-18,10,0.74,30
16,12/7/2018,12/15/2018,3.1,IC4,4,NA,0.06,Dec-18,10,0.8,40
16,12/7/2018,12/15/2018,4.1,IC5,1,NA,1.67,Dec-18,10,1.67,10
16,12/7/2018,12/15/2018,4.1,IC5,2,NA,0.44,Dec-18,10,2.11,20
16,12/7/2018,12/15/2018,4.1,IC5,3,NA,0.17,Dec-18,10,2.28,30
16,12/7/2018,12/15/2018,4.1,IC5,4,NA,0.09,Dec-18,10,2.37,40
16,12/7/2018,12/15/2018,5.1,IC6,1,NA,0.37,Dec-18,10,0.37,10
16,12/7/2018,12/15/2018,5.1,IC6,2,NA,0.05,Dec-18,10,0.42,20
16,12/7/2018,12/15/2018,5.1,IC6,3,NA,0.07,Dec-18,10,0.49,30
16,12/7/2018,12/15/2018,5.1,IC6,4,NA,0.02,Dec-18,10,0.51,40
16,12/7/2018,12/15/2018,5.2,IC7,1,NA,0.53,Dec-18,10,0.53,10
16,12/7/2018,12/15/2018,5.2,IC7,2,NA,0.1,Dec-18,10,0.63,20
16,12/7/2018,12/15/2018,5.2,IC7,3,NA,0.06,Dec-18,10,0.69,30
16,12/7/2018,12/15/2018,5.2,IC7,4,NA,0.05,Dec-18,10,0.74,40
16,12/7/2018,12/15/2018,4.2,IC8,1,0.35,0.51,Dec-18,10,0.51,10
16,12/7/2018,12/15/2018,4.2,IC8,2,NA,0.1,Dec-18,10,0.61,20
16,12/7/2018,12/15/2018,4.2,IC8,3,NA,0.04,Dec-18,10,0.65,30
16,12/7/2018,12/15/2018,4.2,IC8,4,NA,0.01,Dec-18,10,0.66,40
16,12/8/2018,12/15/2018,3.2,IC9,1,NA,0.86,Dec-18,10,0.86,10
16,12/8/2018,12/15/2018,3.2,IC9,2,NA,0.18,Dec-18,10,1.04,20
16,12/8/2018,12/15/2018,3.2,IC9,3,NA,0.07,Dec-18,10,1.11,30
16,12/8/2018,12/15/2018,3.2,IC9,4,NA,0.05,Dec-18,10,1.16,40
16,12/8/2018,12/15/2018,2.2,IC10,1,NA,0.39,Dec-18,10,0.39,10
16,12/8/2018,12/15/2018,2.2,IC10,2,NA,0.1,Dec-18,10,0.49,20
16,12/8/2018,12/15/2018,2.2,IC10,3,NA,0.04,Dec-18,10,0.53,30
16,12/8/2018,12/15/2018,2.2,IC10,4,NA,0.05,Dec-18,10,0.58,40
16,12/8/2018,12/15/2018,1.2,IC11,1,NA,0.71,Dec-18,10,0.71,10
16,12/8/2018,12/15/2018,1.2,IC11,2,NA,0.1,Dec-18,10,0.81,20
16,12/8/2018,12/15/2018,1.2,IC11,3,NA,0.07,Dec-18,10,0.88,30
16,12/8/2018,12/15/2018,1.2,IC11,4,NA,0.04,Dec-18,10,0.92,40
16,12/8/2018,12/15/2018,0.2,IC12,1,NA,0.52,Dec-18,10,0.52,10
16,12/8/2018,12/15/2018,0.2,IC12,2,NA,0.07,Dec-18,10,0.59,20
16,12/8/2018,12/15/2018,0.2,IC12,3,NA,0.02,Dec-18,10,0.61,30
16,12/8/2018,12/15/2018,0.2,IC12,4,NA,0.02,Dec-18,10,0.63,40
16,12/8/2018,12/15/2018,2.3,IC13,1,NA,0.42,Dec-18,10,0.42,10
16,12/8/2018,12/15/2018,2.3,IC13,2,NA,0.08,Dec-18,10,0.5,20
16,12/8/2018,12/15/2018,2.3,IC13,3,NA,0.05,Dec-18,10,0.55,30
16,12/8/2018,12/15/2018,2.3,IC13,4,NA,0.02,Dec-18,10,0.57,40
16,12/8/2018,12/15/2018,3.3,IC14,1,NA,0.16,Dec-18,10,0.16,10
16,12/8/2018,12/15/2018,3.3,IC14,2,NA,0.02,Dec-18,10,0.18,20
16,12/8/2018,12/15/2018,3.3,IC14,3,NA,0.04,Dec-18,10,0.22,30
16,12/8/2018,12/15/2018,3.3,IC14,4,NA,0.01,Dec-18,10,0.23,40
16,12/8/2018,12/15/2018,4.3,IC15,1,NA,0.83,Dec-18,10,0.83,10
16,12/8/2018,12/15/2018,4.3,IC15,2,NA,0.12,Dec-18,10,0.95,20
16,12/8/2018,12/15/2018,4.3,IC15,3,NA,0.05,Dec-18,10,1,30
16,12/8/2018,12/15/2018,4.3,IC15,4,NA,0.04,Dec-18,10,1.04,40
16,12/8/2018,12/15/2018,5.3,IC16,1,NA,0.25,Dec-18,10,0.25,10
16,12/8/2018,12/15/2018,5.3,IC16,2,NA,0.08,Dec-18,10,0.33,20
16,12/8/2018,12/15/2018,5.3,IC16,3,NA,0.04,Dec-18,10,0.37,30
16,12/8/2018,12/15/2018,5.3,IC16,4,NA,0.01,Dec-18,10,0.38,40
17,3/8/2019,3/10/2018,0.1,IC1,1,NA,0.12,Mar-19,10,0.12,10
17,3/8/2019,3/10/2018,0.1,IC1,2,NA,0.09,Mar-19,10,0.21,20
17,3/8/2019,3/10/2018,0.1,IC1,3,NA,0.04,Mar-19,10,0.25,30
17,3/8/2019,3/10/2018,0.1,IC1,4,NA,0.02,Mar-19,10,0.27,40
17,3/8/2019,3/10/2018,1.1,IC2,1,NA,0.18,Mar-19,10,0.18,10
17,3/8/2019,3/10/2018,1.1,IC2,2,NA,0.08,Mar-19,10,0.26,20
17,3/8/2019,3/10/2018,1.1,IC2,3,NA,0.05,Mar-19,10,0.31,30
17,3/8/2019,3/10/2018,1.1,IC2,4,NA,0.04,Mar-19,10,0.35,40
17,3/8/2019,3/10/2018,2.1,IC3,1,NA,0.31,Mar-19,10,0.31,10
17,3/8/2019,3/10/2018,2.1,IC3,2,NA,0.12,Mar-19,10,0.43,20
17,3/8/2019,3/10/2018,2.1,IC3,3,NA,0.05,Mar-19,10,0.48,30
17,3/8/2019,3/10/2018,2.1,IC3,4,NA,0.03,Mar-19,10,0.51,40
17,3/8/2019,3/10/2018,3.1,IC4,1,NA,0.3,Mar-19,10,0.3,10
17,3/8/2019,3/10/2018,3.1,IC4,2,NA,0.07,Mar-19,10,0.37,20
17,3/8/2019,3/10/2018,3.1,IC4,3,NA,0.05,Mar-19,10,0.42,30
17,3/8/2019,3/10/2018,3.1,IC4,4,NA,0.03,Mar-19,10,0.45,40
17,3/8/2019,3/10/2018,4.1,IC5,1,NA,0.44,Mar-19,10,0.44,10
17,3/8/2019,3/10/2018,4.1,IC5,2,NA,0.07,Mar-19,10,0.51,20
17,3/8/2019,3/10/2018,4.1,IC5,3,NA,0.07,Mar-19,10,0.58,30
17,3/8/2019,3/10/2018,4.1,IC5,4,NA,0.01,Mar-19,10,0.59,40
17,3/8/2019,3/10/2018,5.1,IC6,1,NA,0.49,Mar-19,10,0.49,10
17,3/8/2019,3/10/2018,5.1,IC6,2,NA,0.18,Mar-19,10,0.67,20
17,3/8/2019,3/10/2018,5.1,IC6,3,NA,0.05,Mar-19,10,0.72,30
17,3/8/2019,3/10/2018,5.1,IC6,4,NA,0.07,Mar-19,10,0.79,40
17,3/8/2019,3/10/2018,5.2,IC7,1,NA,0.13,Mar-19,10,0.13,10
17,3/8/2019,3/10/2018,5.2,IC7,2,NA,0.1,Mar-19,10,0.23,20
17,3/8/2019,3/10/2018,5.2,IC7,3,NA,0.03,Mar-19,10,0.26,30
17,3/8/2019,3/10/2018,5.2,IC7,4,NA,0.03,Mar-19,10,0.29,40
17,3/8/2019,3/10/2018,4.2,IC8,1,NA,0.56,Mar-19,10,0.56,10
17,3/8/2019,3/10/2018,4.2,IC8,2,NA,0.07,Mar-19,10,0.63,20
17,3/8/2019,3/10/2018,4.2,IC8,3,NA,0.04,Mar-19,10,0.67,30
17,3/8/2019,3/10/2018,4.2,IC8,4,NA,0.04,Mar-19,10,0.71,40
17,3/9/2019,3/10/2018,3.2,IC9,1,NA,0.53,Mar-19,10,0.53,10
17,3/9/2019,3/10/2018,3.2,IC9,2,NA,0.14,Mar-19,10,0.67,20
17,3/9/2019,3/10/2018,3.2,IC9,3,NA,0.15,Mar-19,10,0.82,30
17,3/9/2019,3/10/2018,3.2,IC9,4,NA,0.05,Mar-19,10,0.87,40
17,3/9/2019,3/10/2018,2.2,IC10,1,NA,0.47,Mar-19,10,0.47,10
17,3/9/2019,3/10/2018,2.2,IC10,2,NA,0.13,Mar-19,10,0.6,20
17,3/9/2019,3/10/2018,2.2,IC10,3,NA,0.05,Mar-19,10,0.65,30
17,3/9/2019,3/10/2018,2.2,IC10,4,NA,0.04,Mar-19,10,0.69,40
17,3/9/2019,3/10/2018,1.2,IC11,1,NA,0.36,Mar-19,10,0.36,10
17,3/9/2019,3/10/2018,1.2,IC11,2,NA,0.17,Mar-19,10,0.53,20
17,3/9/2019,3/10/2018,1.2,IC11,3,NA,0.04,Mar-19,10,0.57,30
17,3/9/2019,3/10/2018,1.2,IC11,4,NA,0.05,Mar-19,10,0.62,40
17,3/9/2019,3/10/2018,0.2,IC12,1,NA,0.83,Mar-19,10,0.83,10
17,3/9/2019,3/10/2018,0.2,IC12,2,NA,0.11,Mar-19,10,0.94,20
17,3/9/2019,3/10/2018,0.2,IC12,3,NA,0.12,Mar-19,10,1.06,30
17,3/9/2019,3/10/2018,0.2,IC12,4,NA,0.03,Mar-19,10,1.09,40
17,3/9/2019,3/10/2018,2.3,IC13,1,NA,0.15,Mar-19,10,0.15,10
17,3/9/2019,3/10/2018,2.3,IC13,2,NA,0.04,Mar-19,10,0.19,20
17,3/9/2019,3/10/2018,2.3,IC13,3,NA,0.04,Mar-19,10,0.23,30
17,3/9/2019,3/10/2018,2.3,IC13,4,NA,0,Mar-19,10,0.23,40
17,3/9/2019,3/10/2018,3.3,IC14,1,NA,0.55,Mar-19,10,0.55,10
17,3/9/2019,3/10/2018,3.3,IC14,2,NA,0.1,Mar-19,10,0.65,20
17,3/9/2019,3/10/2018,3.3,IC14,3,NA,0.06,Mar-19,10,0.71,30
17,3/9/2019,3/10/2018,3.3,IC14,4,NA,0.04,Mar-19,10,0.75,40
17,3/9/2019,3/10/2018,4.3,IC15,1,NA,0.44,Mar-19,10,0.44,10
17,3/9/2019,3/10/2018,4.3,IC15,2,NA,0.08,Mar-19,10,0.52,20
17,3/9/2019,3/10/2018,4.3,IC15,3,NA,0.05,Mar-19,10,0.57,30
17,3/9/2019,3/10/2018,4.3,IC15,4,NA,0.05,Mar-19,10,0.62,40
17,3/9/2019,3/10/2018,5.3,IC16,1,NA,0.64,Mar-19,10,0.64,10
17,3/9/2019,3/10/2018,5.3,IC16,2,NA,0.1,Mar-19,10,0.74,20
17,3/9/2019,3/10/2018,5.3,IC16,3,NA,0.06,Mar-19,10,0.8,30
17,3/9/2019,3/10/2018,5.3,IC16,4,NA,0.02,Mar-19,10,0.82,40
18,6/7/2019,6/14/2019,0.1,IC1,1,NA,0.29,Jun-19,10,0.29,10
18,6/7/2019,6/14/2019,0.1,IC1,2,NA,0.07,Jun-19,10,0.36,20
18,6/7/2019,6/14/2019,0.1,IC1,3,NA,0.04,Jun-19,10,0.4,30
18,6/7/2019,6/14/2019,0.1,IC1,4,NA,0.05,Jun-19,10,0.45,40
18,6/7/2019,6/14/2019,1.1,IC2,1,NA,0.38,Jun-19,10,0.38,10
18,6/7/2019,6/14/2019,1.1,IC2,2,NA,0.13,Jun-19,10,0.51,20
18,6/7/2019,6/14/2019,1.1,IC2,3,NA,0.09,Jun-19,10,0.6,30
18,6/7/2019,6/14/2019,1.1,IC2,4,NA,0.02,Jun-19,10,0.62,40
18,6/7/2019,6/14/2019,2.1,IC3,1,NA,0.65,Jun-19,10,0.65,10
18,6/7/2019,6/14/2019,2.1,IC3,2,NA,0.08,Jun-19,10,0.73,20
18,6/7/2019,6/14/2019,2.1,IC3,3,NA,0.08,Jun-19,10,0.81,30
18,6/7/2019,6/14/2019,2.1,IC3,4,NA,0.04,Jun-19,10,0.85,40
18,6/7/2019,6/14/2019,3.1,IC4,1,NA,0.89,Jun-19,10,0.89,10
18,6/7/2019,6/14/2019,3.1,IC4,2,NA,0.17,Jun-19,10,1.06,20
18,6/7/2019,6/14/2019,3.1,IC4,3,NA,0.09,Jun-19,10,1.15,30
18,6/7/2019,6/14/2019,3.1,IC4,4,NA,0.06,Jun-19,10,1.21,40
18,6/7/2019,6/14/2019,4.1,IC5,1,NA,0.88,Jun-19,10,0.88,10
18,6/7/2019,6/14/2019,4.1,IC5,2,NA,0.18,Jun-19,10,1.06,20
18,6/7/2019,6/14/2019,4.1,IC5,3,NA,0.09,Jun-19,10,1.15,30
18,6/7/2019,6/14/2019,4.1,IC5,4,NA,0.07,Jun-19,10,1.22,40
18,6/7/2019,6/14/2019,5.1,IC6,1,NA,0.41,Jun-19,10,0.41,10
18,6/7/2019,6/14/2019,5.1,IC6,2,NA,0.14,Jun-19,10,0.55,20
18,6/7/2019,6/14/2019,5.1,IC6,3,NA,0.08,Jun-19,10,0.63,30
18,6/7/2019,6/14/2019,5.1,IC6,4,NA,0.06,Jun-19,10,0.69,40
18,6/7/2019,6/14/2019,5.2,IC7,1,NA,0.68,Jun-19,10,0.68,10
18,6/7/2019,6/14/2019,5.2,IC7,2,NA,0.2,Jun-19,10,0.88,20
18,6/7/2019,6/14/2019,5.2,IC7,3,NA,0.11,Jun-19,10,0.99,30
18,6/7/2019,6/14/2019,5.2,IC7,4,NA,0.08,Jun-19,10,1.07,40
18,6/7/2019,6/14/2019,4.2,IC8,1,NA,0.69,Jun-19,10,0.69,10
18,6/7/2019,6/14/2019,4.2,IC8,2,NA,0.21,Jun-19,10,0.9,20
18,6/7/2019,6/14/2019,4.2,IC8,3,NA,0.12,Jun-19,10,1.02,30
18,6/7/2019,6/14/2019,4.2,IC8,4,NA,0.08,Jun-19,10,1.1,40
18,6/8/2019,6/14/2019,3.2,IC9,1,NA,0.97,Jun-19,10,0.97,10
18,6/8/2019,6/14/2019,3.2,IC9,2,NA,0.15,Jun-19,10,1.12,20
18,6/8/2019,6/14/2019,3.2,IC9,3,NA,0.11,Jun-19,10,1.23,30
18,6/8/2019,6/14/2019,3.2,IC9,4,NA,0.07,Jun-19,10,1.3,40
18,6/8/2019,6/14/2019,2.2,IC10,1,NA,1.06,Jun-19,10,1.06,10
18,6/8/2019,6/14/2019,2.2,IC10,2,NA,0.1,Jun-19,10,1.16,20
18,6/8/2019,6/14/2019,2.2,IC10,3,NA,0.09,Jun-19,10,1.25,30
18,6/8/2019,6/14/2019,2.2,IC10,4,NA,0.02,Jun-19,10,1.27,40
18,6/8/2019,6/14/2019,1.2,IC11,1,NA,0.32,Jun-19,10,0.32,10
18,6/8/2019,6/14/2019,1.2,IC11,2,NA,0.08,Jun-19,10,0.4,20
18,6/8/2019,6/14/2019,1.2,IC11,3,NA,0.05,Jun-19,10,0.45,30
18,6/8/2019,6/14/2019,1.2,IC11,4,NA,0.05,Jun-19,10,0.5,40
18,6/8/2019,6/14/2019,0.2,IC12,1,NA,1.13,Jun-19,10,1.13,10
18,6/8/2019,6/14/2019,0.2,IC12,2,NA,0.15,Jun-19,10,1.28,20
18,6/8/2019,6/14/2019,0.2,IC12,3,NA,0.13,Jun-19,10,1.41,30
18,6/8/2019,6/14/2019,0.2,IC12,4,NA,0.08,Jun-19,10,1.49,40
18,6/8/2019,6/14/2019,2.3,IC13,1,NA,0.64,Jun-19,10,0.64,10
18,6/8/2019,6/14/2019,2.3,IC13,2,NA,0.08,Jun-19,10,0.72,20
18,6/8/2019,6/14/2019,2.3,IC13,3,NA,0.03,Jun-19,10,0.75,30
18,6/8/2019,6/14/2019,2.3,IC13,4,NA,0.03,Jun-19,10,0.78,40
18,6/8/2019,6/14/2019,3.3,IC14,1,NA,1.46,Jun-19,10,1.46,10
18,6/8/2019,6/14/2019,3.3,IC14,2,NA,0.21,Jun-19,10,1.67,20
18,6/8/2019,6/14/2019,3.3,IC14,3,NA,0.07,Jun-19,10,1.74,30
18,6/8/2019,6/14/2019,3.3,IC14,4,NA,0.06,Jun-19,10,1.8,40
18,6/8/2019,6/14/2019,4.3,IC15,1,NA,1.05,Jun-19,10,1.05,10
18,6/8/2019,6/14/2019,4.3,IC15,2,NA,0.15,Jun-19,10,1.2,20
18,6/8/2019,6/14/2019,4.3,IC15,3,NA,0.05,Jun-19,10,1.25,30
18,6/8/2019,6/14/2019,4.3,IC15,4,NA,0.06,Jun-19,10,1.31,40
18,6/8/2019,6/14/2019,5.3,IC16,1,NA,1.53,Jun-19,10,1.53,10
18,6/8/2019,6/14/2019,5.3,IC16,2,NA,0.07,Jun-19,10,1.6,20
18,6/8/2019,6/14/2019,5.3,IC16,3,NA,0.03,Jun-19,10,1.63,30
18,6/8/2019,6/14/2019,5.3,IC16,4,NA,0.03,Jun-19,10,1.66,40
19,9/9/2019,9/27/2019,0.1,IC1,1,NA,1.51,Sep-19,10,1.51,10
19,9/9/2019,9/27/2019,0.1,IC1,2,NA,0.18,Sep-19,10,1.69,20
19,9/9/2019,9/27/2019,0.1,IC1,3,NA,0.16,Sep-19,10,1.85,30
19,9/9/2019,9/27/2019,0.1,IC1,4,NA,0.1,Sep-19,10,1.95,40
19,9/9/2019,9/27/2019,1.1,IC2,1,NA,0.4,Sep-19,10,0.4,10
19,9/9/2019,9/27/2019,1.1,IC2,2,NA,0.03,Sep-19,10,0.43,20
19,9/9/2019,9/27/2019,1.1,IC2,3,NA,0.03,Sep-19,10,0.46,30
19,9/9/2019,9/27/2019,1.1,IC2,4,NA,0.01,Sep-19,10,0.47,40
19,9/9/2019,9/27/2019,2.1,IC3,1,NA,3.05,Sep-19,10,3.05,10
19,9/9/2019,9/27/2019,2.1,IC3,2,NA,0.39,Sep-19,10,3.44,20
19,9/9/2019,9/27/2019,2.1,IC3,3,NA,0.14,Sep-19,10,3.58,30
19,9/9/2019,9/27/2019,2.1,IC3,4,NA,0.08,Sep-19,10,3.66,40
19,9/9/2019,9/27/2019,3.1,IC4,1,NA,1.74,Sep-19,10,1.74,10
19,9/9/2019,9/27/2019,3.1,IC4,2,NA,0.31,Sep-19,10,2.05,20
19,9/9/2019,9/27/2019,3.1,IC4,3,NA,0.13,Sep-19,10,2.18,30
19,9/9/2019,9/27/2019,3.1,IC4,4,NA,0.09,Sep-19,10,2.27,40
19,9/9/2019,9/27/2019,4.1,IC5,1,NA,1.52,Sep-19,10,1.52,10
19,9/9/2019,9/27/2019,4.1,IC5,2,NA,0.1,Sep-19,10,1.62,20
19,9/9/2019,9/27/2019,4.1,IC5,3,NA,0.04,Sep-19,10,1.66,30
19,9/9/2019,9/27/2019,4.1,IC5,4,NA,0.06,Sep-19,10,1.72,40
19,9/9/2019,9/27/2019,5.1,IC6,1,NA,1.29,Sep-19,10,1.29,10
19,9/9/2019,9/27/2019,5.1,IC6,2,NA,0.18,Sep-19,10,1.47,20
19,9/9/2019,9/27/2019,5.1,IC6,3,NA,0.09,Sep-19,10,1.56,30
19,9/9/2019,9/27/2019,5.1,IC6,4,NA,0.04,Sep-19,10,1.6,40
19,9/10/2019,9/27/2019,5.2,IC7,1,NA,0.6,Sep-19,10,0.6,10
19,9/10/2019,9/27/2019,5.2,IC7,2,NA,0.07,Sep-19,10,0.67,20
19,9/10/2019,9/27/2019,5.2,IC7,3,NA,0.01,Sep-19,10,0.68,30
19,9/10/2019,9/27/2019,5.2,IC7,4,NA,0.01,Sep-19,10,0.69,40
19,9/10/2019,9/27/2019,4.2,IC8,1,NA,0.62,Sep-19,10,0.62,10
19,9/10/2019,9/27/2019,4.2,IC8,2,NA,0.1,Sep-19,10,0.72,20
19,9/10/2019,9/27/2019,4.2,IC8,3,NA,0.04,Sep-19,10,0.76,30
19,9/10/2019,9/27/2019,4.2,IC8,4,NA,0.02,Sep-19,10,0.78,40
19,9/10/2019,9/27/2019,3.2,IC9,1,NA,1.23,Sep-19,10,1.23,10
19,9/10/2019,9/27/2019,3.2,IC9,2,NA,0.17,Sep-19,10,1.4,20
19,9/10/2019,9/27/2019,3.2,IC9,3,NA,0.04,Sep-19,10,1.44,30
19,9/10/2019,9/27/2019,3.2,IC9,4,NA,0.06,Sep-19,10,1.5,40
19,9/10/2019,9/27/2019,2.2,IC10,1,NA,0.39,Sep-19,10,0.39,10
19,9/10/2019,9/27/2019,2.2,IC10,2,NA,0.08,Sep-19,10,0.47,20
19,9/10/2019,9/27/2019,2.2,IC10,3,NA,0.02,Sep-19,10,0.49,30
19,9/10/2019,9/27/2019,2.2,IC10,4,NA,0,Sep-19,10,0.49,40
19,9/10/2019,9/27/2019,1.2,IC11,1,NA,0.47,Sep-19,10,0.47,10
19,9/10/2019,9/27/2019,1.2,IC11,2,NA,0.07,Sep-19,10,0.54,20
19,9/10/2019,9/27/2019,1.2,IC11,3,NA,0.04,Sep-19,10,0.58,30
19,9/10/2019,9/27/2019,1.2,IC11,4,NA,0.03,Sep-19,10,0.61,40
19,9/10/2019,9/27/2019,0.2,IC12,1,NA,0.61,Sep-19,10,0.61,10
19,9/10/2019,9/27/2019,0.2,IC12,2,NA,0.1,Sep-19,10,0.71,20
19,9/10/2019,9/27/2019,0.2,IC12,3,NA,0.03,Sep-19,10,0.74,30
19,9/10/2019,9/27/2019,0.2,IC12,4,NA,0.03,Sep-19,10,0.77,40
19,9/11/2019,9/27/2019,2.3,IC13,1,NA,0.67,Sep-19,10,0.67,10
19,9/11/2019,9/27/2019,2.3,IC13,2,NA,0.11,Sep-19,10,0.78,20
19,9/11/2019,9/27/2019,2.3,IC13,3,NA,0.03,Sep-19,10,0.81,30
19,9/11/2019,9/27/2019,2.3,IC13,4,NA,0.04,Sep-19,10,0.85,40
19,9/11/2019,9/27/2019,3.3,IC14,1,NA,0.96,Sep-19,10,0.96,10
19,9/11/2019,9/27/2019,3.3,IC14,2,NA,0.07,Sep-19,10,1.03,20
19,9/11/2019,9/27/2019,3.3,IC14,3,NA,0.06,Sep-19,10,1.09,30
19,9/11/2019,9/27/2019,3.3,IC14,4,NA,0.05,Sep-19,10,1.14,40
19,9/11/2019,9/27/2019,4.3,IC15,1,NA,2.59,Sep-19,10,2.59,10
19,9/11/2019,9/27/2019,4.3,IC15,2,NA,0.21,Sep-19,10,2.8,20
19,9/11/2019,9/27/2019,4.3,IC15,3,NA,0.03,Sep-19,10,2.83,30
19,9/11/2019,9/27/2019,4.3,IC15,4,NA,0,Sep-19,10,2.83,40
19,9/11/2019,9/27/2019,5.3,IC16,1,NA,0.64,Sep-19,10,0.64,10
19,9/11/2019,9/27/2019,5.3,IC16,2,NA,0.12,Sep-19,10,0.76,20
19,9/11/2019,9/27/2019,5.3,IC16,3,NA,0.07,Sep-19,10,0.83,30
19,9/11/2019,9/27/2019,5.3,IC16,4,NA,0.02,Sep-19,10,0.85,40
20,12/9/2019,12/19/2019,0.1,IC1,1,NA,0.63,Dec-19,10,0.63,10
20,12/9/2019,12/19/2019,0.1,IC1,2,NA,0.08,Dec-19,10,0.71,20
20,12/9/2019,12/19/2019,0.1,IC1,3,NA,0.1,Dec-19,10,0.81,30
20,12/9/2019,12/19/2019,0.1,IC1,4,NA,0.03,Dec-19,10,0.84,40
20,12/9/2019,12/19/2019,1.1,IC2,1,NA,0.3,Dec-19,10,0.3,10
20,12/9/2019,12/19/2019,1.1,IC2,2,NA,0.07,Dec-19,10,0.37,20
20,12/9/2019,12/19/2019,1.1,IC2,3,NA,0.02,Dec-19,10,0.39,30
20,12/9/2019,12/19/2019,1.1,IC2,4,NA,0.01,Dec-19,10,0.4,40
20,12/9/2019,12/19/2019,2.1,IC3,1,NA,0.38,Dec-19,10,0.38,10
20,12/9/2019,12/19/2019,2.1,IC3,2,NA,0.06,Dec-19,10,0.44,20
20,12/9/2019,12/19/2019,2.1,IC3,3,NA,0.09,Dec-19,10,0.53,30
20,12/9/2019,12/19/2019,2.1,IC3,4,NA,0.03,Dec-19,10,0.56,40
20,12/9/2019,12/19/2019,3.1,IC4,1,NA,0.84,Dec-19,10,0.84,10
20,12/9/2019,12/19/2019,3.1,IC4,2,NA,0.12,Dec-19,10,0.96,20
20,12/9/2019,12/19/2019,3.1,IC4,3,NA,0.09,Dec-19,10,1.05,30
20,12/9/2019,12/19/2019,3.1,IC4,4,NA,0.05,Dec-19,10,1.1,40
20,12/9/2019,12/19/2019,4.1,IC5,1,NA,0.62,Dec-19,10,0.62,10
20,12/9/2019,12/19/2019,4.1,IC5,2,NA,0.11,Dec-19,10,0.73,20
20,12/9/2019,12/19/2019,4.1,IC5,3,NA,0.06,Dec-19,10,0.79,30
20,12/9/2019,12/19/2019,4.1,IC5,4,NA,0.03,Dec-19,10,0.82,40
20,12/9/2019,12/19/2019,5.1,IC6,1,NA,0.83,Dec-19,10,0.83,10
20,12/9/2019,12/19/2019,5.1,IC6,2,NA,0.12,Dec-19,10,0.95,20
20,12/9/2019,12/19/2019,5.1,IC6,3,NA,0.11,Dec-19,10,1.06,30
20,12/9/2019,12/19/2019,5.1,IC6,4,NA,0.07,Dec-19,10,1.13,40
20,12/9/2019,12/19/2019,5.2,IC7,1,NA,0.22,Dec-19,10,0.22,10
20,12/9/2019,12/19/2019,5.2,IC7,2,NA,0.04,Dec-19,10,0.26,20
20,12/9/2019,12/19/2019,5.2,IC7,3,NA,0.01,Dec-19,10,0.27,30
